capitulo,leccion,dificultad,enunciado,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,explicacion
Trigonometría Analítica,Identidades trigonométricas,medio,Simplifique $\frac{\operatorname{sen} x}{\csc x} + \frac{\cos x}{\sec x}$.,$\sec x$,$2$,$1$,$0$,C,$\frac{\operatorname{sen} x}{\csc x} = \operatorname{sen}^2 x$ y $\frac{\cos x}{\sec x} = \cos^2 x$. Sumando: $\operatorname{sen}^2 x + \cos^2 x = 1$.
Trigonometría Analítica,Identidades trigonométricas,medio,Simplifique $\cot x \cdot \operatorname{sen} x$.,$\tan x$,$\cos x$,$\operatorname{sen} x$,$\csc x$,B,Reemplazando $\cot x = \frac{\cos x}{\operatorname{sen} x}$: $\frac{\cos x}{\operatorname{sen} x} \cdot \operatorname{sen} x = \cos x$.
Trigonometría Analítica,Identidades trigonométricas,medio,Simplifique $\frac{\tan^2 x}{\sec x + 1}$.,$\sec x - 1$,$\sec x + 1$,$\cos x - 1$,$\tan x - 1$,A,"Usando $\tan^2 x = \sec^2 x - 1 = (\sec x - 1)(\sec x + 1)$, se simplifica con el denominador quedando $\sec x - 1$."
Trigonometría Analítica,Identidades trigonométricas,medio,¿Cuál es el valor de $\tan\left(\frac{\pi}{2} - u\right)$?,$\tan u$,$-\tan u$,$\sec u$,$\cot u$,D,"Por la identidad de cofunción, $\tan\left(\frac{\pi}{2} - u\right) = \cot u$."
Trigonometría Analítica,Identidades trigonométricas,dificil,"Al expandir $\cos \theta (\sec \theta - \cos \theta)$, la expresión se simplifica a:",$\cos^2 \theta$,$\operatorname{sen}^2 \theta$,$\sec^2 \theta - 1$,$1 + \cos^2 \theta$,B,$\cos \theta \cdot \sec \theta - \cos^2 \theta = 1 - \cos^2 \theta = \operatorname{sen}^2 \theta$.
Trigonometría Analítica,Identidades trigonométricas,dificil,Simplifique $\frac{\operatorname{sen} \theta}{\cos \theta} + \frac{\cos \theta}{1 + \operatorname{sen} \theta}$.,$\csc \theta$,$\tan \theta + \cot \theta$,$\sec \theta$,$2 \sec \theta$,C,Combinando fracciones: $\frac{\operatorname{sen} \theta(1 + \operatorname{sen} \theta) + \cos^2 \theta}{\cos \theta(1 + \operatorname{sen} \theta)} = \frac{\operatorname{sen} \theta + 1}{\cos \theta(1 + \operatorname{sen} \theta)} = \frac{1}{\cos \theta} = \sec \theta$.
Trigonometría Analítica,Identidades trigonométricas,dificil,Verifique que $\frac{\cos u}{1 - \operatorname{sen} u}$ es igual a:,$\sec u - \tan u$,$\csc u + \cot u$,$\csc u - \cot u$,$\sec u + \tan u$,D,Multiplicando por $\frac{1 + \operatorname{sen} u}{1 + \operatorname{sen} u}$: $\frac{\cos u(1 + \operatorname{sen} u)}{\cos^2 u} = \frac{1 + \operatorname{sen} u}{\cos u} = \sec u + \tan u$.
Trigonometría Analítica,Identidades trigonométricas,dificil,Simplifique $\frac{1}{1 - \operatorname{sen} x} - \frac{1}{1 + \operatorname{sen} x}$.,$2 \tan x \sec x$,$2 \csc x \sec x$,$2 \operatorname{sen} x \cos x$,$2 \cot x \csc x$,A,$\frac{2\operatorname{sen} x}{1 - \operatorname{sen}^2 x} = \frac{2\operatorname{sen} x}{\cos^2 x} = 2 \cdot \frac{\operatorname{sen} x}{\cos x} \cdot \frac{1}{\cos x} = 2 \tan x \sec x$.
Trigonometría Analítica,Identidades trigonométricas,dificil,La expresión $\frac{1 + \cos \theta}{\cos \theta}$ se simplifica a:,$\sec \theta - 1$,$\sec \theta$,$\sec \theta + 1$,$\tan \theta + 1$,C,$\frac{1 + \cos \theta}{\cos \theta} = \frac{1}{\cos \theta} + 1 = \sec \theta + 1$.
Trigonometría Analítica,Identidades trigonométricas,dificil,Simplifique $\frac{\csc x - \operatorname{sen} x}{\cot x}$.,$\operatorname{sen} x$,$\cos x$,$\tan x$,$\sec x$,B,$\csc x - \operatorname{sen} x = \frac{1 - \operatorname{sen}^2 x}{\operatorname{sen} x} = \frac{\cos^2 x}{\operatorname{sen} x}$. Dividiendo por $\cot x = \frac{\cos x}{\operatorname{sen} x}$: $\frac{\cos^2 x}{\operatorname{sen} x} \cdot \frac{\operatorname{sen} x}{\cos x} = \cos x$.
Trigonometría Analítica,Fórmulas trigonométricas,facil,"Según la fórmula de adición, $\operatorname{sen}(s + t)$ es igual a:",$\operatorname{sen} s \cos t + \cos s \operatorname{sen} t$,$\operatorname{sen} s \cos t - \cos s \operatorname{sen} t$,$\cos s \cos t + \operatorname{sen} s \operatorname{sen} t$,$\cos s \cos t - \operatorname{sen} s \operatorname{sen} t$,A,La fórmula de adición del seno establece que $\operatorname{sen}(s+t) = \operatorname{sen} s \cos t + \cos s \operatorname{sen} t$.
Trigonometría Analítica,Fórmulas trigonométricas,facil,¿Cuál es la fórmula de ángulo doble para $\operatorname{sen} 2x$?,$\cos^2 x - \operatorname{sen}^2 x$,$1 - 2 \operatorname{sen}^2 x$,$2 \cos^2 x - 1$,$2 \operatorname{sen} x \cos x$,D,La fórmula de ángulo doble del seno es $\operatorname{sen} 2x = 2 \operatorname{sen} x \cos x$.
Trigonometría Analítica,Fórmulas trigonométricas,facil,"Según la fórmula de sustracción, $\cos(s - t)$ es igual a:",$\cos s \cos t - \operatorname{sen} s \operatorname{sen} t$,$\operatorname{sen} s \cos t + \cos s \operatorname{sen} t$,$\cos s \cos t + \operatorname{sen} s \operatorname{sen} t$,$\operatorname{sen} s \operatorname{sen} t - \cos s \cos t$,C,La fórmula de sustracción del coseno es $\cos(s - t) = \cos s \cos t + \operatorname{sen} s \operatorname{sen} t$.
Trigonometría Analítica,Fórmulas trigonométricas,facil,¿Cuál es el valor de $\operatorname{sen} 20° \cos 40° + \cos 20° \operatorname{sen} 40°$?,$\frac{1}{2}$,$\cos 60°$,$\operatorname{sen} 20°$,$\frac{\sqrt{3}}{2}$,D,Por la fórmula de adición: $\operatorname{sen}(20° + 40°) = \operatorname{sen} 60° = \frac{\sqrt{3}}{2}$.
Trigonometría Analítica,Fórmulas trigonométricas,facil,La fórmula para bajar potencias establece que $\operatorname{sen}^2 x$ es igual a:,$\frac{1 - \cos 2x}{2}$,$\frac{1 + \cos 2x}{2}$,$\frac{\cos 2x - 1}{2}$,$\frac{1 - \operatorname{sen} 2x}{2}$,A,La fórmula para bajar potencias del seno es $\operatorname{sen}^2 x = \frac{1 - \cos 2x}{2}$.
Trigonometría Analítica,Fórmulas trigonométricas,facil,¿Cuál de las siguientes es una fórmula de ángulo doble para $\cos 2x$?,$2 \operatorname{sen} x \cos x$,$1 - 2 \operatorname{sen}^2 x$,$\operatorname{sen}^2 x + \cos^2 x$,$2 \operatorname{sen}^2 x + 1$,B,Una de las formas de la fórmula de ángulo doble del coseno es $\cos 2x = 1 - 2 \operatorname{sen}^2 x$.
Trigonometría Analítica,Fórmulas trigonométricas,medio,Encuentre el valor exacto de $\cos 75°$.,$\frac{\sqrt{6} + \sqrt{2}}{4}$,$\frac{\sqrt{3} - 1}{4}$,$\frac{\sqrt{6} - \sqrt{2}}{4}$,$\frac{\sqrt{2} - \sqrt{6}}{4}$,C,$\cos 75° = \cos(45° + 30°) = \cos 45° \cos 30° - \operatorname{sen} 45° \operatorname{sen} 30° = \frac{\sqrt{6} - \sqrt{2}}{4}$.
Trigonometría Analítica,Fórmulas trigonométricas,medio,"Si $\cos x = -\frac{2}{3}$ y $x$ está en el segundo cuadrante, ¿cuál es el valor de $\cos 2x$?",$\frac{1}{9}$,$-\frac{5}{9}$,$\frac{5}{9}$,$-\frac{1}{9}$,D,Usando $\cos 2x = 2\cos^2 x - 1 = 2 \cdot \frac{4}{9} - 1 = \frac{8}{9} - 1 = -\frac{1}{9}$.
Trigonometría Analítica,Fórmulas trigonométricas,medio,Encuentre el valor exacto de $\cos\left(\frac{\pi}{12}\right)$.,$\frac{\sqrt{6} + \sqrt{2}}{4}$,$\frac{\sqrt{2} + \sqrt{3}}{4}$,$\frac{\sqrt{6} - \sqrt{2}}{4}$,$\frac{\sqrt{2} - \sqrt{6}}{4}$,A,$\cos\left(\frac{\pi}{12}\right) = \cos 15° = \cos(45° - 30°) = \cos 45° \cos 30° + \operatorname{sen} 45° \operatorname{sen} 30° = \frac{\sqrt{6} + \sqrt{2}}{4}$.
Trigonometría Analítica,Fórmulas trigonométricas,medio,Exprese $\operatorname{sen} 3x \operatorname{sen} 5x$ como una suma usando fórmulas de producto a suma.,$\frac{1}{2}[\cos(2x) + \cos(8x)]$,$\frac{1}{2}[\cos(2x) - \cos(8x)]$,$\frac{1}{2}[\operatorname{sen}(8x) - \operatorname{sen}(2x)]$,$\frac{1}{2}[\operatorname{sen}(8x) + \operatorname{sen}(2x)]$,B,"Usando $\operatorname{sen} u \operatorname{sen} v = \frac{1}{2}[\cos(u-v) - \cos(u+v)]$ con $u=3x, v=5x$: $\frac{1}{2}[\cos(2x) - \cos(8x)]$."
Trigonometría Analítica,Fórmulas trigonométricas,medio,La expresión $\frac{1 + \tan x}{1 - \tan x}$ es igual a:,$\tan\left(\frac{\pi}{4} - x\right)$,$\cot\left(\frac{\pi}{4} + x\right)$,$\tan\left(\frac{\pi}{4} + x\right)$,$\cot\left(\frac{\pi}{4} - x\right)$,C,Usando la fórmula de adición de tangente con $\tan \frac{\pi}{4} = 1$: $\tan\left(\frac{\pi}{4}+x\right) = \frac{1 + \tan x}{1 - \tan x}$.
Trigonometría Analítica,Fórmulas trigonométricas,medio,"Si $\cos x = -\frac{2}{3}$ y $x$ está en el segundo cuadrante, ¿cuál es $\operatorname{sen} 2x$?",$\frac{4\sqrt{5}}{9}$,$\frac{2\sqrt{5}}{9}$,$-\frac{2\sqrt{5}}{9}$,$-\frac{4\sqrt{5}}{9}$,D,"En el segundo cuadrante, $\operatorname{sen} x = \frac{\sqrt{5}}{3}$. Entonces $\operatorname{sen} 2x = 2 \cdot \frac{\sqrt{5}}{3} \cdot (-\frac{2}{3}) = -\frac{4\sqrt{5}}{9}$."
Trigonometría Analítica,Fórmulas trigonométricas,medio,Exprese $\operatorname{sen} 7x + \operatorname{sen} 3x$ como un producto.,$2 \cos(5x) \operatorname{sen}(2x)$,$2 \operatorname{sen}(5x) \cos(2x)$,$2 \operatorname{sen}(2x) \cos(5x)$,$2 \cos(2x) \cos(5x)$,B,Usando la fórmula de suma a producto: $2 \operatorname{sen}\left(\frac{7x+3x}{2}\right) \cos\left(\frac{7x-3x}{2}\right) = 2 \operatorname{sen}(5x) \cos(2x)$.
Trigonometría Analítica,Fórmulas trigonométricas,medio,"Encuentre el valor exacto de $\operatorname{sen} 22{,}5°$ usando la fórmula de semiángulo.",$\frac{\sqrt{2 + \sqrt{2}}}{2}$,$\frac{\sqrt{2 - \sqrt{3}}}{2}$,$\frac{\sqrt{2 - \sqrt{2}}}{2}$,$\frac{\sqrt{2 + \sqrt{3}}}{2}$,C,"$\operatorname{sen} 22{,}5° = \sqrt{\frac{1 - \cos 45°}{2}} = \sqrt{\frac{1 - \frac{\sqrt{2}}{2}}{2}} = \frac{\sqrt{2 - \sqrt{2}}}{2}$."
Trigonometría Analítica,Fórmulas trigonométricas,dificil,Exprese $\operatorname{sen}^2 x \cos^2 x$ en términos de la primera potencia del coseno.,$\frac{1 - \cos 4x}{8}$,$\frac{1 + \cos 4x}{8}$,$\frac{1 - \cos 2x}{4}$,$\frac{\cos 2x - \cos 4x}{4}$,A,$\operatorname{sen}^2 x \cos^2 x = \frac{1-\cos^2 2x}{4} = \frac{1}{4} \cdot \frac{1 - \cos 4x}{2} = \frac{1 - \cos 4x}{8}$.
Trigonometría Analítica,Fórmulas trigonométricas,dificil,La expresión $\frac{\operatorname{sen} 3x}{\operatorname{sen} x \cos x}$ se simplifica a:,$4 \operatorname{sen} x - \csc x$,$3 \tan x + \cot x$,$4 \cos x - \sec x$,$3 \sec x - \tan x$,C,Expandiendo $\operatorname{sen} 3x = 3\operatorname{sen} x - 4\operatorname{sen}^3 x$ y dividiendo entre $\operatorname{sen} x \cos x$: $\frac{3 - 4\operatorname{sen}^2 x}{\cos x} = \frac{4\cos^2 x - 1}{\cos x} = 4\cos x - \sec x$.
Trigonometría Analítica,Fórmulas trigonométricas,dificil,"Escriba $\operatorname{sen}(2 \cos^{-1} x)$ como expresión algebraica en $x$, donde $-1 \leq x \leq 1$.",$2x^2 - 1$,$2x\sqrt{1 - x^2}$,$x\sqrt{1 + x^2}$,$1 - 2x^2$,B,Sea $\theta = \cos^{-1} x$. Entonces $\operatorname{sen}(2\theta) = 2\operatorname{sen} \theta \cos \theta = 2\sqrt{1-x^2} \cdot x = 2x\sqrt{1-x^2}$.
Trigonometría Analítica,Fórmulas trigonométricas,dificil,Simplifique $\cos(2 \operatorname{sen}^{-1} x)$ para $-1 \leq x \leq 1$.,$2x^2 - 1$,$1 - x^2$,$2x^2 + 1$,$1 - 2x^2$,D,Sea $\theta = \operatorname{sen}^{-1} x$. Entonces $\cos(2\theta) = 1 - 2\operatorname{sen}^2 \theta = 1 - 2x^2$.
Trigonometría Analítica,Fórmulas trigonométricas,dificil,Simplifique $\tan(\arctan x + \arctan 1)$ para $x \neq 1$.,$\frac{x + 1}{1 - x}$,$\frac{2x}{1 - x}$,$\frac{x - 1}{1 + x}$,$\frac{1 + x}{x - 1}$,A,Usando la fórmula de adición: $\frac{\tan(\arctan x) + \tan(\arctan 1)}{1 - \tan(\arctan x)\tan(\arctan 1)} = \frac{x + 1}{1 - x}$.
Trigonometría Analítica,Fórmulas trigonométricas,dificil,"Si $\operatorname{sen} u = \frac{2}{5}$ y $u$ está en el segundo cuadrante, encuentre $\tan\left(\frac{u}{2}\right)$.",$\frac{2}{5 - \sqrt{21}}$,$\frac{5 + \sqrt{21}}{2}$,$\frac{5 - \sqrt{21}}{2}$,$\frac{2}{5 + \sqrt{21}}$,B,En el segundo cuadrante $\cos u = -\frac{\sqrt{21}}{5}$. Usando $\tan\frac{u}{2} = \frac{1 - \cos u}{\operatorname{sen} u} = \frac{1 + \frac{\sqrt{21}}{5}}{\frac{2}{5}} = \frac{5 + \sqrt{21}}{2}$.
Trigonometría Analítica,Ecuaciones trigonométricas,facil,"¿Cuáles son las soluciones de $\operatorname{sen} \theta = \frac{1}{2}$ en el intervalo $[0, 2\pi)$?",$\frac{\pi}{6}$ y $\frac{5\pi}{6}$,$\frac{\pi}{3}$ y $\frac{2\pi}{3}$,$\frac{\pi}{6}$ y $\frac{7\pi}{6}$,$\frac{\pi}{3}$ y $\frac{5\pi}{3}$,A,$\operatorname{sen} \theta = \frac{1}{2}$ tiene soluciones donde el seno es positivo: $\theta = \frac{\pi}{6}$ y $\theta = \pi - \frac{\pi}{6} = \frac{5\pi}{6}$.
Trigonometría Analítica,Ecuaciones trigonométricas,facil,¿Cuál es el período de la función $\tan \theta$?,$2\pi$,$\pi$,$\frac{\pi}{2}$,$4\pi$,B,"La función tangente tiene período $\pi$, a diferencia del seno y coseno que tienen período $2\pi$."
Trigonometría Analítica,Ecuaciones trigonométricas,facil,"¿Cuáles son las soluciones de $\cos \theta = 0$ en $[0, 2\pi)$?",$0$ y $\pi$,$\frac{\pi}{4}$ y $\frac{3\pi}{4}$,$\frac{\pi}{2}$ y $\frac{3\pi}{2}$,$\pi$ y $2\pi$,C,"$\cos \theta = 0$ cuando $\theta = \frac{\pi}{2}$ y $\theta = \frac{3\pi}{2}$ en el intervalo $[0, 2\pi)$."
Trigonometría Analítica,Ecuaciones trigonométricas,facil,La solución general de $\operatorname{sen} \theta = 0$ es:,"$\theta = \frac{\pi}{2} + n\pi$, $n \in \mathbb{Z}$","$\theta = 2n\pi$, $n \in \mathbb{Z}$","$\theta = \frac{n\pi}{2}$, $n \in \mathbb{Z}$","$\theta = n\pi$, $n \in \mathbb{Z}$",D,"$\operatorname{sen} \theta = 0$ cuando $\theta = 0, \pm\pi, \pm 2\pi, \ldots$, es decir $\theta = n\pi$ con $n \in \mathbb{Z}$."
Trigonometría Analítica,Ecuaciones trigonométricas,facil,"¿Cuáles son las soluciones de $\cos \theta = -\frac{\sqrt{2}}{2}$ en $[0, 2\pi)$?",$\frac{\pi}{4}$ y $\frac{7\pi}{4}$,$\frac{3\pi}{4}$ y $\frac{7\pi}{4}$,$\frac{\pi}{4}$ y $\frac{3\pi}{4}$,$\frac{3\pi}{4}$ y $\frac{5\pi}{4}$,D,$\cos \theta = -\frac{\sqrt{2}}{2}$ en cuadrantes II y III: $\theta = \frac{3\pi}{4}$ y $\theta = \frac{5\pi}{4}$.
Trigonometría Analítica,Ecuaciones trigonométricas,facil,"Resuelva $2 \operatorname{sen} \theta - 1 = 0$. Las soluciones en $[0, 2\pi)$ son:",$\frac{\pi}{3}$ y $\frac{2\pi}{3}$,$\frac{\pi}{6}$ y $\frac{5\pi}{6}$,$\frac{\pi}{6}$ y $\frac{11\pi}{6}$,$\frac{\pi}{3}$ y $\frac{5\pi}{3}$,B,"$\operatorname{sen} \theta = \frac{1}{2}$, por lo que $\theta = \frac{\pi}{6}$ y $\theta = \frac{5\pi}{6}$."
Trigonometría Analítica,Ecuaciones trigonométricas,medio,Encuentre todas las soluciones de $\tan^2 \theta - 3 = 0$.,"$\theta = \frac{\pi}{3} + 2n\pi$ y $\theta = \frac{2\pi}{3} + 2n\pi$, $n \in \mathbb{Z}$","$\theta = \frac{\pi}{6} + n\pi$ y $\theta = \frac{5\pi}{6} + n\pi$, $n \in \mathbb{Z}$","$\theta = \frac{\pi}{3} + n\pi$ y $\theta = \frac{2\pi}{3} + n\pi$, $n \in \mathbb{Z}$","$\theta = \frac{\pi}{6} + 2n\pi$, $n \in \mathbb{Z}$",C,"$\tan \theta = \pm\sqrt{3}$, entonces $\theta = \frac{\pi}{3} + n\pi$ o $\theta = \frac{2\pi}{3} + n\pi$ (usando período $\pi$ de la tangente)."
Trigonometría Analítica,Ecuaciones trigonométricas,medio,"Resuelva $2\cos^2 \theta - 7\cos \theta + 3 = 0$ en $[0, 2\pi)$.",$\theta = 0$ y $\theta = \pi$,$\theta = \frac{\pi}{3}$ y $\theta = \frac{5\pi}{3}$,$\theta = \frac{\pi}{6}$ y $\theta = \frac{11\pi}{6}$,$\theta = \frac{\pi}{4}$ y $\theta = \frac{7\pi}{4}$,B,"Factorizando: $(2\cos \theta - 1)(\cos \theta - 3) = 0$. Como $\cos \theta \leq 1$, solo $\cos \theta = \frac{1}{2}$, dando $\theta = \frac{\pi}{3}$ y $\theta = \frac{5\pi}{3}$."
Trigonometría Analítica,Ecuaciones trigonométricas,medio,"Resuelva $5 \operatorname{sen} \theta \cos \theta + 4 \cos \theta = 0$ en $[0, 2\pi)$.","$\frac{\pi}{2}, \frac{3\pi}{2}$ y $\theta$ tal que $\operatorname{sen} \theta = -\frac{4}{5}$","$\frac{\pi}{2}, \frac{3\pi}{2}$","$\frac{\pi}{2}, \frac{3\pi}{2}, \pi + \arcsen\frac{4}{5}, 2\pi - \arcsen\frac{4}{5}$","$0, \pi$ y $\theta$ tal que $\operatorname{sen} \theta = -\frac{4}{5}$",C,"Factorizando $\cos \theta(5\operatorname{sen} \theta + 4) = 0$: $\cos \theta = 0$ da $\frac{\pi}{2}, \frac{3\pi}{2}$. $\operatorname{sen} \theta = -\frac{4}{5}$ da soluciones en cuadrantes III y IV."
Trigonometría Analítica,Ecuaciones trigonométricas,medio,"Resuelva $1 + \operatorname{sen} \theta = 2\cos^2 \theta$ en $[0, 2\pi)$.","$\frac{\pi}{6}, \frac{5\pi}{6}, \frac{3\pi}{2}$","$\frac{\pi}{3}, \frac{5\pi}{3}, \frac{3\pi}{2}$","$\frac{\pi}{6}, \frac{5\pi}{6}$","$\frac{\pi}{6}, \frac{5\pi}{6}, \frac{\pi}{2}$",A,"Usando $\cos^2 \theta = 1 - \operatorname{sen}^2 \theta$: $2\operatorname{sen}^2 \theta + \operatorname{sen} \theta - 1 = 0$, dando $(2\operatorname{sen} \theta - 1)(\operatorname{sen} \theta + 1) = 0$. Así $\operatorname{sen} \theta = \frac{1}{2}$ o $\operatorname{sen} \theta = -1$."
Trigonometría Analítica,Ecuaciones trigonométricas,medio,Encuentre todas las soluciones de $2\operatorname{sen}(3\theta) - 1 = 0$.,"$\theta = \frac{\pi}{18} + \frac{2n\pi}{3}$ y $\theta = \frac{5\pi}{18} + \frac{2n\pi}{3}$, $n \in \mathbb{Z}$","$\theta = \frac{\pi}{6} + \frac{2n\pi}{3}$, $n \in \mathbb{Z}$","$\theta = \frac{\pi}{18} + 2n\pi$ y $\theta = \frac{5\pi}{18} + 2n\pi$, $n \in \mathbb{Z}$","$\theta = \frac{\pi}{9} + \frac{2n\pi}{3}$ y $\theta = \frac{2\pi}{9} + \frac{2n\pi}{3}$, $n \in \mathbb{Z}$",A,$\operatorname{sen}(3\theta) = \frac{1}{2}$ implica $3\theta = \frac{\pi}{6} + 2n\pi$ o $3\theta = \frac{5\pi}{6} + 2n\pi$. Dividiendo por 3: $\theta = \frac{\pi}{18} + \frac{2n\pi}{3}$ o $\theta = \frac{5\pi}{18} + \frac{2n\pi}{3}$.
Trigonometría Analítica,Ecuaciones trigonométricas,medio,"Resuelva $\cos \theta + 1 = \operatorname{sen} \theta$ en $[0, 2\pi)$. Después de verificar soluciones extrañas, las soluciones válidas son:",$\frac{\pi}{2}$ y $\frac{3\pi}{2}$,$0$ y $\pi$,$\frac{\pi}{2}$ y $\pi$,$\pi$ y $\frac{3\pi}{2}$,C,Elevando al cuadrado y resolviendo se obtienen candidatas. Al verificar: $\theta = \frac{\pi}{2}$ cumple ($0 + 1 = 1$) y $\theta = \pi$ cumple ($-1 + 1 = 0$). $\theta = \frac{3\pi}{2}$ no cumple ($0 + 1 \neq -1$).
Trigonometría Analítica,Ecuaciones trigonométricas,medio,Encuentre las soluciones de $\sqrt{3} \tan\left(\frac{\theta}{2}\right) - 1 = 0$ en la forma general.,"$\theta = \frac{\pi}{6} + 2n\pi$, $n \in \mathbb{Z}$","$\theta = \frac{\pi}{3} + 2n\pi$, $n \in \mathbb{Z}$","$\theta = \frac{\pi}{3} + n\pi$, $n \in \mathbb{Z}$","$\theta = \frac{\pi}{3} + 2n\pi$ y $\theta = \frac{5\pi}{3} + 2n\pi$, $n \in \mathbb{Z}$",B,"$\tan\left(\frac{\theta}{2}\right) = \frac{1}{\sqrt{3}}$, entonces $\frac{\theta}{2} = \frac{\pi}{6} + n\pi$. Multiplicando por 2: $\theta = \frac{\pi}{3} + 2n\pi$."
Trigonometría Analítica,Ecuaciones trigonométricas,medio,"Resuelva $\operatorname{sen}(2\theta) - \cos \theta = 0$ en $[0, 2\pi)$.","$\frac{\pi}{6}, \frac{5\pi}{6}, \frac{\pi}{2}, \frac{3\pi}{2}$","$\frac{\pi}{6}, \frac{\pi}{2}, \frac{5\pi}{6}$","$\frac{\pi}{3}, \frac{2\pi}{3}, \frac{\pi}{2}, \frac{3\pi}{2}$","$\frac{\pi}{6}, \frac{5\pi}{6}, \frac{\pi}{2}, \frac{3\pi}{2}$",D,"$2\operatorname{sen} \theta \cos \theta - \cos \theta = 0$, factorizando $\cos \theta(2\operatorname{sen} \theta - 1) = 0$. Así $\cos \theta = 0$ da $\frac{\pi}{2}, \frac{3\pi}{2}$ y $\operatorname{sen} \theta = \frac{1}{2}$ da $\frac{\pi}{6}, \frac{5\pi}{6}$."
Trigonometría Analítica,Ecuaciones trigonométricas,dificil,"Resuelva $2\operatorname{sen}^2 \theta + 3\operatorname{sen} \theta + 1 = 0$ en $[0, 2\pi)$.","$\frac{7\pi}{6}, \frac{11\pi}{6}, \frac{3\pi}{2}$","$\frac{\pi}{6}, \frac{5\pi}{6}, \frac{3\pi}{2}$","$\frac{7\pi}{6}, \frac{11\pi}{6}$","$\frac{\pi}{6}, \frac{11\pi}{6}, \frac{3\pi}{2}$",A,"Factorizando: $(2\operatorname{sen} \theta + 1)(\operatorname{sen} \theta + 1) = 0$. Así $\operatorname{sen} \theta = -\frac{1}{2}$ da $\frac{7\pi}{6}, \frac{11\pi}{6}$ y $\operatorname{sen} \theta = -1$ da $\frac{3\pi}{2}$."
