capitulo,leccion,dificultad,enunciado,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,explicacion
Métodos de Integración,Sustitución simple,dificil,"Calcula $\int \dfrac{\sin(\sqrt{x})}{\sqrt{x}}\,dx$.",$2\cos(\sqrt{x})+C$,$-2\cos(\sqrt{x})+C$,$\cos(\sqrt{x})+C$,$\dfrac{-\cos(\sqrt{x})}{2\sqrt{x}}+C$,B,"Con $u=\sqrt{x}$, $du=\tfrac{dx}{2\sqrt{x}}$: $2\int\sin u\,du=-2\cos(\sqrt{x})+C$."
Métodos de Integración,Sustitución simple,dificil,"Calcula $\int \dfrac{e^{2x}}{1+e^{2x}}\,dx$.",$\ln(1+e^{2x})+C$,$2\ln(1+e^{2x})+C$,$\dfrac{1}{2}\ln(1+e^{2x})+C$,$\dfrac{e^{2x}}{2(1+e^{2x})}+C$,C,"Con $u=1+e^{2x}$, $du=2e^{2x}dx$: $\tfrac{1}{2}\int\tfrac{du}{u}$."
Métodos de Integración,Sustitución simple,dificil,"Calcula $\int x\,e^{-x^{2}}\,dx$.",$e^{-x^{2}}+C$,$-2e^{-x^{2}}+C$,$2xe^{-x^{2}}+C$,$-\dfrac{1}{2}e^{-x^{2}}+C$,D,"Con $u=-x^{2}$, $du=-2x\,dx$: $-\tfrac{1}{2}\int e^{u}du=-\tfrac{1}{2}e^{-x^{2}}+C$."
Métodos de Integración,Sustitución simple,dificil,"Calcula $\int \dfrac{(\arctan x)^{3}}{1+x^{2}}\,dx$.",$3(\arctan x)^{2}+C$,$\dfrac{(\arctan x)^{4}}{1+x^{2}}+C$,$\dfrac{(\arctan x)^{4}}{4}+C$,$\dfrac{(\arctan x)^{4}}{2}+C$,C,"Con $u=\arctan x$, $du=\tfrac{dx}{1+x^{2}}$: $\int u^{3}du=\tfrac{u^{4}}{4}+C$."
Métodos de Integración,Sustitución simple,dificil,"Calcula $\int_{0}^{\pi/2}\cos x\,\sqrt{\sin x}\,dx$.",$\dfrac{2}{3}$,$1$,$\dfrac{3}{2}$,$\dfrac{1}{2}$,A,"Con $u=\sin x$: $\int_{0}^{1}u^{1/2}du=\tfrac{2}{3}u^{3/2}\,\text{ev. en }[0,1]=\tfrac{2}{3}$."
Métodos de Integración,Integración por partes,facil,¿Cuál es la fórmula de integración por partes?,"$\int u\,dv = uv - \int v\,du$","$\int u\,dv = u\,du - v\,dv$","$\int u\,dv = uv + \int v\,du$","$\int u\,dv = \dfrac{u}{v} - \int v\,du$",A,"La fórmula estándar es $\int u\,dv = uv - \int v\,du$, deducida de la regla del producto."
Métodos de Integración,Integración por partes,facil,"Según la regla ILATE, ¿qué función eliges como $u$ en $\int x\,e^{x}\,dx$?",$u=e^{x}$,$u=x$,$u=xe^{x}$,$u=1$,B,"ILATE: Algebraica ($x$) antes que Exponencial ($e^{x}$), entonces $u=x$, $dv=e^{x}dx$."
Métodos de Integración,Integración por partes,facil,"Calcula $\int x\,e^{x}\,dx$.",$xe^{x}+e^{x}+C$,$\dfrac{x^{2}e^{x}}{2}+C$,$xe^{x}-e^{x}+C$,$xe^{x}-1+C$,C,"Con $u=x$, $dv=e^{x}dx$: $uv-\int v\,du = xe^{x}-\int e^{x}dx = xe^{x}-e^{x}+C$."
Métodos de Integración,Integración por partes,facil,"Calcula $\int \ln(x)\,dx$.",$\dfrac{1}{x}+C$,$x\ln(x)+x+C$,$\ln(x)-x+C$,$x\ln(x)-x+C$,D,"Con $u=\ln x$, $dv=dx$: $x\ln x-\int x\cdot\tfrac{1}{x}dx=x\ln x-x+C$."
Métodos de Integración,Integración por partes,facil,"En $\int x\cos(x)\,dx$, según ILATE, ¿qué escoges como $dv$?","$dv=x\,dx$","$dv=\cos(x)\,dx$","$dv=x\cos(x)\,dx$",$dv=dx$,B,"ILATE: $u=x$ (Algebraica), por lo que $dv$ es el resto: $\cos(x)dx$."
Métodos de Integración,Integración por partes,facil,"Calcula $\int x\sin(x)\,dx$.",$x\cos(x)-\sin(x)+C$,$-x\cos(x)-\sin(x)+C$,$x\sin(x)+\cos(x)+C$,$-x\cos(x)+\sin(x)+C$,D,"Con $u=x$, $dv=\sin x\,dx$: $-x\cos x+\int\cos x\,dx=-x\cos x+\sin x+C$."
Métodos de Integración,Integración por partes,medio,"Calcula $\int x^{2}e^{x}\,dx$.",$x^{2}e^{x}-2xe^{x}+2e^{x}+C$,$x^{2}e^{x}+2xe^{x}+2e^{x}+C$,$\dfrac{x^{3}e^{x}}{3}+C$,$x^{2}e^{x}-2e^{x}+C$,A,"Aplicar IBP dos veces: primero $u=x^{2}$, luego $u=x$. Resultado: $e^{x}(x^{2}-2x+2)+C$."
Métodos de Integración,Integración por partes,medio,"Calcula $\int \arctan(x)\,dx$.",$x\arctan(x)+\dfrac{1}{2}\ln(1+x^{2})+C$,$x\arctan(x)-\dfrac{1}{2}\ln(1+x^{2})+C$,$\dfrac{1}{1+x^{2}}+C$,$\arctan(x^{2})+C$,B,"Con $u=\arctan x$, $dv=dx$: $x\arctan x-\int\tfrac{x}{1+x^{2}}dx=x\arctan x-\tfrac{1}{2}\ln(1+x^{2})+C$."
Métodos de Integración,Integración por partes,medio,"Calcula $\int x\ln(x)\,dx$.",$\dfrac{x^{2}\ln x}{2}+\dfrac{x^{2}}{4}+C$,$\dfrac{x^{2}}{2}\cdot\dfrac{1}{x}+C$,$\dfrac{x^{2}\ln x}{2}-\dfrac{x^{2}}{4}+C$,$\ln x-\dfrac{x^{2}}{2}+C$,C,"Con $u=\ln x$, $dv=x\,dx$: $\tfrac{x^{2}}{2}\ln x-\int\tfrac{x}{2}dx=\tfrac{x^{2}}{2}\ln x-\tfrac{x^{2}}{4}+C$."
Métodos de Integración,Integración por partes,medio,"Calcula $\int x\,e^{-x}\,dx$.",$-xe^{-x}+e^{-x}+C$,$xe^{-x}+e^{-x}+C$,$-\dfrac{x^{2}}{2}e^{-x}+C$,$-xe^{-x}-e^{-x}+C$,D,"Con $u=x$, $dv=e^{-x}dx$, $v=-e^{-x}$: $-xe^{-x}+\int e^{-x}dx=-xe^{-x}-e^{-x}+C$."
Métodos de Integración,Integración por partes,medio,"Calcula $\int \arcsin(x)\,dx$.",$x\arcsin(x)+\sqrt{1-x^{2}}+C$,$x\arcsin(x)-\sqrt{1-x^{2}}+C$,$\dfrac{1}{\sqrt{1-x^{2}}}+C$,$\arcsin(x)\cdot x^{2}+C$,A,"Con $u=\arcsin x$, $dv=dx$: $x\arcsin x-\int\tfrac{x}{\sqrt{1-x^{2}}}dx=x\arcsin x+\sqrt{1-x^{2}}+C$."
Métodos de Integración,Integración por partes,medio,"Calcula $\int x^{2}\ln(x)\,dx$.",$\dfrac{x^{3}\ln x}{3}+\dfrac{x^{3}}{9}+C$,$\dfrac{x^{3}\ln x}{3}-\dfrac{x^{3}}{9}+C$,$\dfrac{x^{3}}{3}\cdot\dfrac{1}{x}+C$,$\ln x-\dfrac{x^{3}}{3}+C$,B,"Con $u=\ln x$, $dv=x^{2}dx$: $\tfrac{x^{3}}{3}\ln x-\int\tfrac{x^{2}}{3}dx=\tfrac{x^{3}}{3}\ln x-\tfrac{x^{3}}{9}+C$."
Métodos de Integración,Integración por partes,medio,"Calcula $\int x^{2}\sin(x)\,dx$.",$x^{2}\cos x-2x\sin x-2\cos x+C$,$-x^{2}\cos x-2x\sin x-2\cos x+C$,$-x^{2}\cos x+2x\sin x+2\cos x+C$,$x^{2}\cos x+2x\sin x+2\cos x+C$,C,IBP dos veces: $u=x^{2}$ y luego $u=2x$. Se obtiene $-x^{2}\cos x+2x\sin x+2\cos x+C$.
Métodos de Integración,Integración por partes,medio,"Calcula $\int_{0}^{1}x\,e^{x}\,dx$.",$e-1$,$e$,$2e-1$,$1$,D,"De $xe^{x}-e^{x}\,\text{ev. en }[0,1]=(e-e)-(0-1)=1$."
Métodos de Integración,Integración por partes,dificil,"Calcula $\int e^{x}\sin(x)\,dx$.",$\dfrac{e^{x}(\sin x-\cos x)}{2}+C$,$e^{x}(\sin x-\cos x)+C$,$\dfrac{e^{x}(\sin x+\cos x)}{2}+C$,$-e^{x}\cos x+C$,A,IBP cíclica: aplicar dos veces y despejar $I=\tfrac{e^{x}(\sin x-\cos x)}{2}+C$.
Métodos de Integración,Integración por partes,dificil,"Calcula $\int x^{2}\cos(2x)\,dx$.",$\dfrac{x^{2}\sin(2x)}{2}-\dfrac{x\cos(2x)}{2}+\dfrac{\sin(2x)}{4}+C$,$\dfrac{x^{2}\sin(2x)}{2}+\dfrac{x\cos(2x)}{2}-\dfrac{\sin(2x)}{4}+C$,$x^{2}\sin(2x)+x\cos(2x)+\sin(2x)+C$,$\dfrac{x^{3}\sin(2x)}{6}+C$,B,IBP dos veces con $u=x^{2}$ y luego $u=x$; el resto sale de $\int\sin(2x)dx$.
Métodos de Integración,Integración por partes,dificil,"Calcula $\int \ln^{2}(x)\,dx$.",$x\ln^{2}x+2x\ln x+2x+C$,$\dfrac{\ln^{3}x}{3}+C$,$x\ln^{2}x-2x\ln x+2x+C$,$x\ln^{2}x-2x+C$,C,"IBP con $u=\ln^{2}x$, $dv=dx$: $x\ln^{2}x-\int 2\ln x\,dx=x\ln^{2}x-2(x\ln x-x)+C$."
Métodos de Integración,Integración por partes,dificil,"Calcula $\int e^{x}\cos(x)\,dx$.",$\dfrac{e^{x}(\cos x-\sin x)}{2}+C$,$e^{x}(\sin x+\cos x)+C$,$e^{x}\sin x+C$,$\dfrac{e^{x}(\sin x+\cos x)}{2}+C$,D,IBP cíclica: aplicar dos veces y despejar $I=\tfrac{e^{x}(\sin x+\cos x)}{2}+C$.
Métodos de Integración,Integración por partes,dificil,"Calcula $\int_{1}^{e}\ln(x)\,dx$.",$e-1$,$e$,$1$,$0$,C,"De $x\ln x-x\,\text{ev. en }[1,e]=(e-e)-(0-1)=1$."
Métodos de Integración,Integración por partes,dificil,"Calcula $\int x^{3}e^{x^{2}}\,dx$.",$\dfrac{(x^{2}-1)e^{x^{2}}}{2}+C$,$\dfrac{x^{2}e^{x^{2}}}{2}+C$,$\dfrac{(x^{2}+1)e^{x^{2}}}{2}+C$,$\dfrac{x^{4}e^{x^{2}}}{4}+C$,A,Primero $t=x^{2}$: $\tfrac{1}{2}\int t e^{t}dt$. Luego IBP: $\tfrac{1}{2}(te^{t}-e^{t})=\tfrac{(x^{2}-1)e^{x^{2}}}{2}+C$.
Métodos de Integración,Integrales trigonométricas,facil,"Calcula $\int \sin^{2}(x)\,dx$ usando la identidad de ángulo mitad.",$\dfrac{x}{2}-\dfrac{\sin(2x)}{4}+C$,$\dfrac{x}{2}+\dfrac{\sin(2x)}{4}+C$,$-\cos^{2}(x)+C$,$\dfrac{\sin^{3}(x)}{3}+C$,A,Con $\sin^{2}x=\tfrac{1-\cos(2x)}{2}$: $\int\tfrac{1-\cos(2x)}{2}dx=\tfrac{x}{2}-\tfrac{\sin(2x)}{4}+C$.
Métodos de Integración,Integrales trigonométricas,facil,"Calcula $\int \cos^{2}(x)\,dx$.",$\dfrac{x}{2}-\dfrac{\sin(2x)}{4}+C$,$\dfrac{x}{2}+\dfrac{\sin(2x)}{4}+C$,$\sin^{2}(x)+C$,$\dfrac{\cos^{3}(x)}{3}+C$,B,Con $\cos^{2}x=\tfrac{1+\cos(2x)}{2}$: $\tfrac{x}{2}+\tfrac{\sin(2x)}{4}+C$.
Métodos de Integración,Integrales trigonométricas,facil,"Calcula $\int \sin(x)\cos(x)\,dx$.",$-\dfrac{\cos^{2}(x)}{2}+C$,$\sin(x)\cos(x)+C$,$\dfrac{\sin^{2}(x)}{2}+C$,$\dfrac{\cos(2x)}{2}+C$,C,"Con $u=\sin x$, $du=\cos x\,dx$: $\int u\,du=\tfrac{u^{2}}{2}+C=\tfrac{\sin^{2}x}{2}+C$."
Métodos de Integración,Integrales trigonométricas,facil,"Calcula $\int \sec^{2}(x)\,dx$.",$\sec(x)\tan(x)+C$,$-\cot(x)+C$,$\sec(x)+C$,$\tan(x)+C$,D,"Derivada conocida: $\tfrac{d}{dx}\tan x=\sec^{2}x$, por lo tanto la antiderivada es $\tan x+C$."
Métodos de Integración,Integrales trigonométricas,facil,"Calcula $\int \sec(x)\tan(x)\,dx$.",$\tan^{2}(x)+C$,$\sec(x)+C$,$\dfrac{\tan^{2}(x)}{2}+C$,$-\csc(x)+C$,B,"La derivada de $\sec x$ es $\sec x\tan x$, luego la antiderivada es $\sec x+C$."
Métodos de Integración,Integrales trigonométricas,facil,"Calcula $\int \sin^{3}(x)\,dx$.",$\cos(x)-\dfrac{\cos^{3}(x)}{3}+C$,$\dfrac{\sin^{4}(x)}{4}+C$,$-\cos(x)-\dfrac{\cos^{3}(x)}{3}+C$,$-\cos(x)+\dfrac{\cos^{3}(x)}{3}+C$,D,$\sin^{3}x=\sin x(1-\cos^{2}x)$. Con $u=\cos x$: $-\int(1-u^{2})du=-\cos x+\tfrac{\cos^{3}x}{3}+C$.
Métodos de Integración,Integrales trigonométricas,medio,"Calcula $\int \sin^{3}(x)\cos^{2}(x)\,dx$.",$-\dfrac{\cos^{3}(x)}{3}+\dfrac{\cos^{5}(x)}{5}+C$,$\dfrac{\sin^{4}(x)\cos^{3}(x)}{12}+C$,$\dfrac{\cos^{3}(x)}{3}-\dfrac{\cos^{5}(x)}{5}+C$,$-\dfrac{\sin^{4}(x)}{4}+C$,A,$\sin^{3}x=\sin x(1-\cos^{2}x)$. Con $u=\cos x$: $-\int u^{2}(1-u^{2})du=-\tfrac{u^{3}}{3}+\tfrac{u^{5}}{5}+C$.
Métodos de Integración,Integrales trigonométricas,medio,"Calcula $\int \sin^{2}(x)\cos^{3}(x)\,dx$.",$\dfrac{\sin^{5}(x)}{5}-\dfrac{\sin^{3}(x)}{3}+C$,$\dfrac{\sin^{3}(x)}{3}-\dfrac{\sin^{5}(x)}{5}+C$,$\dfrac{\sin^{5}(x)}{5}+C$,$\dfrac{\sin^{3}(x)\cos^{4}(x)}{12}+C$,B,$\cos^{3}x=\cos x(1-\sin^{2}x)$. Con $u=\sin x$: $\int u^{2}(1-u^{2})du=\tfrac{u^{3}}{3}-\tfrac{u^{5}}{5}+C$.
Métodos de Integración,Integrales trigonométricas,medio,"Calcula $\int \tan(x)\sec^{2}(x)\,dx$.",$\dfrac{\sec^{2}(x)}{2}+C$,$\tan^{2}(x)+C$,$\dfrac{\tan^{2}(x)}{2}+C$,$\dfrac{\tan^{3}(x)}{3}+C$,C,"Con $u=\tan x$, $du=\sec^{2}x\,dx$: $\int u\,du=\tfrac{u^{2}}{2}+C=\tfrac{\tan^{2}x}{2}+C$."
Métodos de Integración,Integrales trigonométricas,medio,"Calcula $\int \tan^{2}(x)\sec^{2}(x)\,dx$.",$\dfrac{\sec^{3}(x)}{3}+C$,$\tan^{3}(x)+C$,$\dfrac{\tan^{2}(x)\sec^{2}(x)}{4}+C$,$\dfrac{\tan^{3}(x)}{3}+C$,D,Con $u=\tan x$: $\int u^{2}du=\tfrac{u^{3}}{3}+C$.
Métodos de Integración,Integrales trigonométricas,medio,"Calcula $\int \tan^{3}(x)\sec^{4}(x)\,dx$.",$\dfrac{\tan^{4}(x)}{4}+\dfrac{\tan^{6}(x)}{6}+C$,$\dfrac{\tan^{4}(x)}{4}-\dfrac{\tan^{6}(x)}{6}+C$,$\dfrac{\sec^{5}(x)}{5}+C$,$\dfrac{\tan^{4}(x)\sec^{5}(x)}{20}+C$,A,$\sec^{4}x=\sec^{2}x(1+\tan^{2}x)$. Con $u=\tan x$: $\int u^{3}(1+u^{2})du=\tfrac{u^{4}}{4}+\tfrac{u^{6}}{6}+C$.
Métodos de Integración,Integrales trigonométricas,medio,"Calcula $\int \sin(3x)\cos(2x)\,dx$.",$-\dfrac{\cos(5x)}{10}+\dfrac{\cos(x)}{2}+C$,$-\dfrac{\cos(5x)}{10}-\dfrac{\cos(x)}{2}+C$,$\dfrac{\sin(5x)}{10}+\dfrac{\sin(x)}{2}+C$,$\sin(3x)\sin(2x)+C$,B,Producto a suma: $\sin A\cos B=\tfrac{1}{2}[\sin(A+B)+\sin(A-B)]=\tfrac{1}{2}[\sin(5x)+\sin x]$.
Métodos de Integración,Integrales trigonométricas,medio,"Calcula $\int \sec^{3}(x)\tan(x)\,dx$.",$\dfrac{\sec^{4}(x)}{4}+C$,$\sec^{3}(x)+C$,$\dfrac{\sec^{3}(x)}{3}+C$,$\dfrac{\tan^{2}(x)\sec^{2}(x)}{4}+C$,C,"Con $u=\sec x$, $du=\sec x\tan x\,dx$: $\int u^{2}du=\tfrac{u^{3}}{3}+C$."
Métodos de Integración,Integrales trigonométricas,medio,"Calcula $\int_{0}^{\pi/2}\sin^{2}(x)\,dx$.",$\dfrac{\pi}{2}$,$1$,$\dfrac{\pi}{8}$,$\dfrac{\pi}{4}$,D,"De $\tfrac{x}{2}-\tfrac{\sin(2x)}{4}\,\text{ev. en }[0,\pi/2]=\tfrac{\pi}{4}-0=\tfrac{\pi}{4}$."
Métodos de Integración,Integrales trigonométricas,dificil,"Calcula $\int \sin^{4}(x)\,dx$.",$\dfrac{3x}{8}-\dfrac{\sin(2x)}{4}+\dfrac{\sin(4x)}{32}+C$,$\dfrac{3x}{8}+\dfrac{\sin(2x)}{4}+\dfrac{\sin(4x)}{32}+C$,$\dfrac{\sin^{5}(x)}{5}+C$,$\dfrac{x}{4}-\dfrac{\sin(4x)}{16}+C$,A,"$\sin^{4}x=\left(\tfrac{1-\cos 2x}{2}\right)^{2}$, se expande y se integra término a término."
Métodos de Integración,Integrales trigonométricas,dificil,"Calcula $\int \sec^{3}(x)\,dx$.",$\dfrac{\sec^{4}x}{4}+C$,$\dfrac{\sec x\tan x+\ln\lvert\sec x+\tan x\rvert}{2}+C$,$\sec x\tan x+C$,$\ln\lvert\sec x+\tan x\rvert+C$,B,"Fórmula reducción clásica: $\int\sec^{3}x\,dx=\tfrac{1}{2}[\sec x\tan x+\ln\lvert\sec x+\tan x\rvert]+C$."
Métodos de Integración,Integrales trigonométricas,dificil,"Calcula $\int \tan^{3}(x)\,dx$.",$\dfrac{\tan^{2}(x)}{2}-\ln\lvert\cos x\rvert+C$,$\dfrac{\tan^{4}(x)}{4}+C$,$\dfrac{\tan^{2}(x)}{2}+\ln\lvert\cos x\rvert+C$,$-\dfrac{\tan^{2}(x)}{2}+\ln\lvert\cos x\rvert+C$,C,"$\tan^{3}x=\tan x(\sec^{2}x-1)$. Integrando: $\tfrac{\tan^{2}x}{2}-\int\tan x\,dx=\tfrac{\tan^{2}x}{2}+\ln\lvert\cos x\rvert+C$."
Métodos de Integración,Integrales trigonométricas,dificil,"Calcula $\int \sin(4x)\sin(2x)\,dx$.",$\dfrac{\sin(2x)}{4}+\dfrac{\sin(6x)}{12}+C$,$-\dfrac{\cos(4x)\cos(2x)}{8}+C$,$\dfrac{\cos(2x)}{4}-\dfrac{\cos(6x)}{12}+C$,$\dfrac{\sin(2x)}{4}-\dfrac{\sin(6x)}{12}+C$,D,Producto a suma: $\sin A\sin B=\tfrac{1}{2}[\cos(A-B)-\cos(A+B)]=\tfrac{1}{2}[\cos 2x-\cos 6x]$.
Métodos de Integración,Integrales trigonométricas,dificil,"Calcula $\int \cos^{3}(x)\sin^{3}(x)\,dx$.",$\dfrac{\sin^{4}(x)}{4}+\dfrac{\sin^{6}(x)}{6}+C$,$\dfrac{\sin^{6}(x)}{6}+C$,$\dfrac{\sin^{4}(x)}{4}-\dfrac{\sin^{6}(x)}{6}+C$,$\dfrac{\cos^{4}(x)\sin^{4}(x)}{16}+C$,C,$\cos^{3}x=\cos x(1-\sin^{2}x)$; con $u=\sin x$: $\int u^{3}(1-u^{2})du=\tfrac{u^{4}}{4}-\tfrac{u^{6}}{6}+C$.
Métodos de Integración,Integrales trigonométricas,dificil,"Calcula $\int_{0}^{\pi/4}\tan^{4}(x)\sec^{2}(x)\,dx$.",$\dfrac{1}{5}$,$\dfrac{1}{4}$,$\dfrac{1}{3}$,$1$,A,"Con $u=\tan x$: $\int_{0}^{1}u^{4}du=\tfrac{u^{5}}{5}\,\text{ev. en }[0,1]=\tfrac{1}{5}$."
Métodos de Integración,Sustitución trigonométrica,facil,"Para integrar $\int\dfrac{dx}{\sqrt{9-x^{2}}}$, ¿qué sustitución conviene?",$x=3\sin\theta$,$x=3\tan\theta$,$x=3\sec\theta$,$x=\sqrt{9}\cos\theta$,A,"Para $\sqrt{a^{2}-x^{2}}$ con $a=3$, la sustitución es $x=a\sin\theta$, así $\sqrt{a^{2}-x^{2}}=a\cos\theta$."
Métodos de Integración,Sustitución trigonométrica,facil,"Para integrar $\int\dfrac{dx}{\sqrt{x^{2}+4}}$, la sustitución adecuada es:",$x=2\sin\theta$,$x=2\tan\theta$,$x=2\sec\theta$,$x=4\tan\theta$,B,"Para $\sqrt{a^{2}+x^{2}}$ con $a=2$: $x=a\tan\theta$, $\sqrt{a^{2}+x^{2}}=a\sec\theta$."
Métodos de Integración,Sustitución trigonométrica,facil,"Para integrar $\int\dfrac{dx}{\sqrt{x^{2}-25}}$, la sustitución adecuada es:",$x=5\sin\theta$,$x=5\tan\theta$,$x=5\sec\theta$,$x=25\sec\theta$,C,"Para $\sqrt{x^{2}-a^{2}}$ con $a=5$: $x=a\sec\theta$, $\sqrt{x^{2}-a^{2}}=a\tan\theta$."
Métodos de Integración,Sustitución trigonométrica,facil,Calcula $\int\dfrac{dx}{\sqrt{1-x^{2}}}$.,$\arctan(x)+C$,$\arccos(x)+C$,$\ln\lvert x+\sqrt{1-x^{2}}\rvert+C$,$\arcsin(x)+C$,D,Fórmula directa: la antiderivada de $\tfrac{1}{\sqrt{1-x^{2}}}$ es $\arcsin x+C$.
