capitulo,leccion,dificultad,enunciado,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,explicacion
Integrales Múltiples,Integrales dobles,medio,"Evalúe $\iint_R y\,e^{xy}\,dA$ donde $R = [0,1]\times[0,\ln 2]$, integrando primero respecto a $x$.",$\ln 2$,$\ln 2 - 1 + \frac{1}{2}$,$1 - \ln 2$,$2\ln 2 - 1$,C,"$\int_0^1 ye^{xy}\,dx = [e^{xy}]_0^1 = e^y - 1$. Luego $\int_0^{\ln 2}(e^y-1)\,dy = [e^y - y]_0^{\ln 2} = (2 - \ln 2) - (1 - 0) = 1 - \ln 2$."
Integrales Múltiples,Integrales dobles,medio,"Segun el Teorema de Fubini, si $f$ es continua en $R=[a,b]\times[c,d]$, entonces $\int_a^b\int_c^d f(x,y)\,dy\,dx$ es igual a:","$\int_c^d\int_a^b f(x,y)\,dy\,dx$","$\int_c^d\int_a^b f(x,y)\,dx\,dy$","$\int_a^b\int_a^b f(x,y)\,dx\,dy$","$\int_c^d\int_c^d f(x,y)\,dx\,dy$",B,"El Teorema de Fubini permite intercambiar el orden de integracion: $\int_a^b\int_c^d f\,dy\,dx = \int_c^d\int_a^b f\,dx\,dy$."
Integrales Múltiples,Integrales dobles,medio,"Calcule $\int_0^2 \int_0^1 ye^{x+y}\, dx\, dy$.",$(e-1)(2e^2-e^2-1)$,$(e-1)^2$,$(e-1)(e^2-1)$,$e^3 - e^2 - e + 1$,D,"$\int_0^1 ye^{x+y}\,dx = ye^y(e-1)$. Luego $\int_0^2 ye^y(e-1)\,dy = (e-1)[ye^y-e^y]_0^2 = (e-1)(e^2+1) = e^3-e^2-e+1$."
Integrales Múltiples,Integrales dobles,medio,"Si $R=[0,1]\times[0,1]$ y $f(x,y) = x^2 + 2xy$, calcule $\iint_R f\,dA$.",$\frac{5}{6}$,$1$,$\frac{2}{3}$,$\frac{4}{3}$,A,"$\int_0^1\int_0^1(x^2+2xy)\,dy\,dx = \int_0^1(x^2+x)\,dx = \frac{1}{3}+\frac{1}{2} = \frac{5}{6}$."
Integrales Múltiples,Integrales dobles,dificil,"Evalúe $\iint_R y\operatorname{sen}(xy)\,dA$ donde $R = [1,2]\times[0,\pi]$.",$0$,$\pi$,$-\pi$,$2$,A,"Integrando primero en $x$: $\int_1^2 y\operatorname{sen}(xy)\,dx = [-\cos(xy)]_1^2 = -\cos(2y)+\cos(y)$. Luego $\int_0^{\pi}(-\cos 2y+\cos y)\,dy = [-\frac{1}{2}\operatorname{sen} 2y + \operatorname{sen} y]_0^{\pi} = 0$."
Integrales Múltiples,Integrales dobles,dificil,"Calcule $\int_0^1 \int_0^1 \frac{x}{1+xy}\, dy\, dx$.",$2\ln 2 - 1$,$\ln 2$,$1 - \ln 2$,$\frac{1}{2}$,A,"$\int_0^1 \frac{x}{1+xy}\,dy = [\ln(1+xy)]_0^1 = \ln(1+x)$. Luego $\int_0^1 \ln(1+x)\,dx = [(1+x)\ln(1+x)-(1+x)]_0^1 = 2\ln 2-1$."
Integrales Múltiples,Integrales dobles,dificil,"Si $f(x,y) \geq 0$ en $R$ y $\iint_R f\,dA = 12$, con $A(R)=4$, el valor promedio de $f$ sobre $R$ es:",$4$,$8$,$3$,$48$,C,"Valor promedio $= \frac{1}{A(R)}\iint_R f\,dA = \frac{12}{4} = 3$."
Integrales Múltiples,Integrales dobles,dificil,"Evalúe $\int_0^1 \int_0^1 (1-x)^5 y^5\, dx\, dy$.",$\frac{1}{72}$,$\frac{1}{36}$,$\frac{1}{12}$,$\frac{1}{6}$,B,"Por separacion: $\int_0^1(1-x)^5\,dx = \frac{1}{6}$ y $\int_0^1 y^5\,dy = \frac{1}{6}$. Producto: $\frac{1}{36}$."
Integrales Múltiples,Integrales dobles,dificil,"Estime $\iint_D e^{\operatorname{sen}(x)\cos(y)}\,dA$ donde $D$ es el disco de radio 2 centrado en el origen. La integral esta acotada entre:",$\frac{4\pi}{e}$ y $4\pi e$,$\frac{2\pi}{e}$ y $2\pi e$,$\frac{\pi}{e}$ y $\pi e$,$4\pi$ y $4\pi e^2$,A,"Como $-1 \leq \operatorname{sen}(x)\cos(y) \leq 1$, se tiene $e^{-1} \leq e^{\operatorname{sen}(x)\cos(y)} \leq e$. Con $A(D)=4\pi$: $\frac{4\pi}{e} \leq \iint \leq 4\pi e$."
Integrales Múltiples,Integrales dobles,dificil,"Calcule $\int_0^{\pi/2}\int_0^{\pi/2} \operatorname{sen}(x+y)\,dx\,dy$.",$1$,$2$,$0$,$\pi$,B,"$\int_0^{\pi/2}\operatorname{sen}(x+y)\,dx = [-\cos(x+y)]_0^{\pi/2} = -\cos(y+\frac{\pi}{2})+\cos y = \operatorname{sen} y + \cos y$. Luego $\int_0^{\pi/2}(\operatorname{sen} y+\cos y)\,dy = 1+1 = 2$."
Integrales Múltiples,Regiones generales,facil,"Una region $D$ de Tipo I se describe como $D = \{(x,y) \mid a \leq x \leq b,\; g_1(x) \leq y \leq g_2(x)\}$. En este caso, la integral doble se escribe como:","$\int_a^b \int_a^b f(x,y)\,dy\,dx$","$\int_a^b \int_{g_1(y)}^{g_2(y)} f(x,y)\,dx\,dy$","$\int_a^b \int_{g_1(x)}^{g_2(x)} f(x,y)\,dy\,dx$","$\int_{g_1}^{g_2} \int_a^b f(x,y)\,dx\,dy$",C,"En una region Tipo I, los limites de $y$ dependen de $x$, y se integra primero en $y$ y luego en $x$."
Integrales Múltiples,Regiones generales,facil,"Calcule $\iint_D 1\,dA$ donde $D$ es el triangulo con vertices $(0,0)$, $(1,0)$ y $(0,1)$.",$1$,$\frac{1}{2}$,$\frac{1}{4}$,$2$,B,"$\iint_D 1\,dA = \text{area}(D) = \frac{1}{2}\cdot 1 \cdot 1 = \frac{1}{2}$."
Integrales Múltiples,Regiones generales,facil,Una region $D$ de Tipo II se caracteriza porque:,Los limites de $x$ son constantes y los de $y$ son funciones de $x$,Los limites de $y$ son constantes y los de $x$ son funciones de $y$,Todos los limites son constantes,Los limites de ambas variables son funciones,B,"En Tipo II: $D = \{(x,y) \mid c \leq y \leq d,\; h_1(y) \leq x \leq h_2(y)\}$. Los limites de $y$ son constantes y los de $x$ dependen de $y$."
Integrales Múltiples,Regiones generales,facil,"Calcule $\int_0^1 \int_0^x 2\,dy\,dx$.",$2$,$1$,$\frac{1}{2}$,$4$,B,"$\int_0^x 2\,dy = 2x$. Luego $\int_0^1 2x\,dx = 1$."
Integrales Múltiples,Regiones generales,facil,"Si $D = D_1 \cup D_2$ donde $D_1$ y $D_2$ no se traslapan (excepto quiza en sus fronteras), entonces $\iint_D f\,dA$ es igual a:","$\iint_{D_1} f\,dA \cdot \iint_{D_2} f\,dA$","$\iint_{D_1} f\,dA - \iint_{D_2} f\,dA$","$\iint_{D_1} f\,dA + \iint_{D_2} f\,dA$","$\max\left(\iint_{D_1} f\,dA,\; \iint_{D_2} f\,dA\right)$",C,"Por la propiedad de aditividad de dominios, la integral sobre la union es la suma de las integrales sobre cada parte."
Integrales Múltiples,Regiones generales,facil,"Calcule $\int_0^2 \int_0^y x\,dx\,dy$.",$4$,$2$,$\frac{8}{3}$,$\frac{4}{3}$,D,"$\int_0^y x\,dx = \frac{y^2}{2}$. Luego $\int_0^2 \frac{y^2}{2}\,dy = \frac{4}{3}$."
Integrales Múltiples,Regiones generales,medio,"Evalúe $\iint_D (x+2y)\,dA$ donde $D$ es la region acotada por $y = 2x^2$ y $y = 1+x^2$.",$\frac{8}{5}$,$\frac{16}{15}$,$\frac{64}{15}$,$\frac{32}{15}$,D,"Las curvas se intersectan en $x = \pm 1$. Integrando como region Tipo I: $\int_{-1}^1\int_{2x^2}^{1+x^2}(x+2y)\,dy\,dx = \frac{32}{15}$."
Integrales Múltiples,Regiones generales,medio,"Calcule $\iint_D y\,dA$ donde $D$ es la region acotada por $y = x$ y $y = x^2$ en el primer cuadrante.",$\frac{1}{4}$,$\frac{1}{6}$,$\frac{1}{8}$,$\frac{1}{15}$,D,"$D$: $0 \leq x \leq 1$, $x^2 \leq y \leq x$. $\int_0^1\int_{x^2}^x y\,dy\,dx = \int_0^1 \frac{x^2-x^4}{2}\,dx = \frac{1}{2}\left(\frac{1}{3}-\frac{1}{5}\right) = \frac{1}{15}$."
Integrales Múltiples,Regiones generales,medio,"Para la region $D$ entre $y = 0$, $y = \sqrt{x}$ y $x = 4$, exprese $\iint_D f\,dA$ como integral iterada de Tipo I.","$\int_0^2 \int_{y^2}^4 f(x,y)\,dy\,dx$","$\int_0^2 \int_0^{y^2} f(x,y)\,dx\,dy$","$\int_0^4 \int_0^{x^2} f(x,y)\,dy\,dx$","$\int_0^4 \int_0^{\sqrt{x}} f(x,y)\,dy\,dx$",D,Como region Tipo I: $0 \leq x \leq 4$ y $0 \leq y \leq \sqrt{x}$.
Integrales Múltiples,Regiones generales,medio,"Calcule $\int_0^1 \int_{x}^{1} e^{y^2}\,dy\,dx$ cambiando el orden de integracion.",$\frac{e-1}{2}$,$e-1$,$\frac{e}{2}$,$\frac{1}{2}$,A,"Cambiando: $\int_0^1\int_0^y e^{y^2}\,dx\,dy = \int_0^1 ye^{y^2}\,dy = \frac{1}{2}[e^{y^2}]_0^1 = \frac{e-1}{2}$."
Integrales Múltiples,Regiones generales,medio,"Evalúe $\iint_D x\,dA$ donde $D$ esta acotada por $y = x^2$ y $y = 2x$.",$\frac{4}{3}$,$\frac{16}{3}$,$\frac{8}{3}$,$4$,A,"Interseccion: $x=0$, $x=2$. $\int_0^2\int_{x^2}^{2x} x\,dy\,dx = \int_0^2 x(2x-x^2)\,dx = \int_0^2(2x^2-x^3)\,dx = \frac{16}{3}-4 = \frac{4}{3}$."
Integrales Múltiples,Regiones generales,medio,"Si $\iint_D cf(x,y)\,dA$ donde $c$ es constante, esto equivale a:","$\frac{c}{\iint_D f\,dA}$","$c + \iint_D f\,dA$","$\iint_D f\,dA$","$c\iint_D f\,dA$",D,"Por la propiedad de linealidad, una constante sale de la integral: $\iint_D cf\,dA = c\iint_D f\,dA$."
Integrales Múltiples,Regiones generales,medio,Calcule el area de la region acotada por $y = x$ y $y = x^2$ usando una integral doble.,$\frac{1}{3}$,$\frac{1}{6}$,$\frac{1}{2}$,$1$,B,"$A = \int_0^1\int_{x^2}^x 1\,dy\,dx = \int_0^1(x-x^2)\,dx = \frac{1}{2}-\frac{1}{3} = \frac{1}{6}$."
Integrales Múltiples,Regiones generales,medio,"Evalúe $\iint_D (x+y)\,dA$ donde $D$ es la region acotada por $x=0$, $y=0$ y $x+y=1$.",$\frac{1}{3}$,$\frac{2}{3}$,$\frac{1}{2}$,$1$,A,"$\int_0^1\int_0^{1-x}(x+y)\,dy\,dx = \int_0^1[x(1-x)+\frac{(1-x)^2}{2}]\,dx = \int_0^1\frac{1-x^2}{2}\,dx = \frac{1}{3}$."
Integrales Múltiples,Regiones generales,dificil,"Evalúe $\iint_D xy\,dA$ donde $D$ es la region acotada por la recta $y = x-1$ y la parabola $y^2 = 2x+6$, expresando como region Tipo II.",$24$,$36$,$48$,$12$,B,Como Tipo II con $-2 \leq y \leq 4$: $x$ va de $\frac{y^2-6}{2}$ a $y+1$. Evaluando la integral iterada se obtiene 36.
Integrales Múltiples,Regiones generales,dificil,"Cambie el orden de integracion de $\int_0^4 \int_{\sqrt{x}}^{2} f(x,y)\,dy\,dx$.","$\int_0^2 \int_0^{y^2} f(x,y)\,dx\,dy$","$\int_0^4 \int_0^{x^2} f(x,y)\,dx\,dy$","$\int_0^2 \int_{y^2}^4 f(x,y)\,dx\,dy$","$\int_0^4 \int_0^{\sqrt{y}} f(x,y)\,dx\,dy$",A,"La region es $\{(x,y): 0 \leq x \leq 4,\; \sqrt{x} \leq y \leq 2\}$. Equivalente: $0 \leq y \leq 2$, $0 \leq x \leq y^2$."
Integrales Múltiples,Regiones generales,dificil,"Calcule $\int_0^1\int_y^1 \operatorname{sen}(x^2)\,dx\,dy$ cambiando el orden de integracion.",$\frac{1-\cos 1}{2}$,$\frac{\operatorname{sen} 1}{2}$,$\cos 1$,$1-\cos 1$,A,"Cambiando: $\int_0^1\int_0^x \operatorname{sen}(x^2)\,dy\,dx = \int_0^1 x\operatorname{sen}(x^2)\,dx = [-\frac{1}{2}\cos(x^2)]_0^1 = \frac{1-\cos 1}{2}$."
Integrales Múltiples,Regiones generales,dificil,"Si $f(x,y) \geq g(x,y)$ para todo $(x,y) \in D$, y $\iint_D f\,dA = 10$, entonces $\iint_D g\,dA$:",Es exactamente $10$,Es mayor que $10$,Es menor o igual que $10$,No se puede determinar,C,"Por la propiedad de comparacion: si $f \geq g$ en $D$, entonces $\iint_D f\,dA \geq \iint_D g\,dA$, asi que $\iint_D g\,dA \leq 10$."
Integrales Múltiples,Regiones generales,dificil,"Evalúe $\iint_D (2x-y)\,dA$ donde $D$ es la region acotada por $y = \sqrt{x}$, $y = 0$ y $x = 4$.",$\frac{56}{15}$,$\frac{32}{5}$,$\frac{108}{5}$,$\frac{44}{15}$,C,"$\int_0^4\int_0^{\sqrt{x}}(2x-y)\,dy\,dx = \int_0^4\bigl(2x\sqrt{x}-\tfrac{x}{2}\bigr)dx = \int_0^4(2x^{3/2}-\tfrac{x}{2})dx = \bigl[\tfrac{4x^{5/2}}{5}-\tfrac{x^2}{4}\bigr]_0^4 = \tfrac{128}{5}-4 = \tfrac{108}{5}$."
Integrales Múltiples,Regiones generales,dificil,"Calcule $\int_0^2\int_0^{4-x^2} x\,dy\,dx$.",$4$,$\frac{8}{3}$,$\frac{16}{3}$,$8$,A,"$\int_0^{4-x^2} x\,dy = x(4-x^2)$. Luego $\int_0^2(4x-x^3)\,dx = [2x^2-\frac{x^4}{4}]_0^2 = 8-4 = 4$."
Integrales Múltiples,Coordenadas polares,facil,"Al cambiar a coordenadas polares, el elemento de area $dA = dx\,dy$ se transforma en:","$r^2\,dr\,d\theta$","$dr\,d\theta$","$r\,dr\,d\theta$","$\frac{1}{r}\,dr\,d\theta$",C,"El jacobiano del cambio a polares es $r$, por lo que $dA = r\,dr\,d\theta$."
Integrales Múltiples,Coordenadas polares,facil,"En coordenadas polares, $x^2 + y^2$ se escribe como:",$r$,$r\cos\theta + r\operatorname{sen}\theta$,$r^2$,$r^2\cos\theta\operatorname{sen}\theta$,C,"Como $x = r\cos\theta$ y $y = r\operatorname{sen}\theta$, entonces $x^2+y^2 = r^2$."
Integrales Múltiples,Coordenadas polares,facil,"Calcule $\int_0^{2\pi}\int_0^1 r\,dr\,d\theta$.",$\frac{\pi}{2}$,$2\pi$,$\pi$,$4\pi$,C,"$\int_0^1 r\,dr = \frac{1}{2}$. Luego $\int_0^{2\pi}\frac{1}{2}\,d\theta = \pi$. Esto es el area del disco unitario."
Integrales Múltiples,Coordenadas polares,facil,"La region $\{(r,\theta): 0 \leq r \leq 2,\; 0 \leq \theta \leq \pi\}$ en coordenadas cartesianas corresponde a:",Un disco completo de radio 2,Un anillo de radio 1 a 2,Un cuarto de circulo de radio 2,Un semicirculo superior de radio 2,D,"$\theta$ de $0$ a $\pi$ recorre el semiplano superior, y $r$ de $0$ a $2$ completa el semicirculo de radio 2."
Integrales Múltiples,Coordenadas polares,facil,"Calcule $\int_0^{\pi/2}\int_0^2 r^2\,dr\,d\theta$.",$\frac{\pi}{3}$,$\frac{2\pi}{3}$,$\frac{4\pi}{3}$,$\frac{8\pi}{3}$,C,"$\int_0^2 r^2\,dr = \frac{8}{3}$. Luego $\int_0^{\pi/2}\frac{8}{3}\,d\theta = \frac{8}{3}\cdot\frac{\pi}{2} = \frac{4\pi}{3}$."
Integrales Múltiples,Coordenadas polares,facil,"Las relaciones entre coordenadas polares y cartesianas son $x = r\cos\theta$, $y = r\operatorname{sen}\theta$. Entonces $\operatorname{sen}\theta$ se expresa como:",$\frac{x}{r}$,$\frac{y}{r}$,$\frac{r}{y}$,$\frac{x}{y}$,B,De $y = r\operatorname{sen}\theta$ se obtiene $\operatorname{sen}\theta = \frac{y}{r}$.
Integrales Múltiples,Coordenadas polares,medio,"Evalúe $\iint_R (3x+4y^2)\,dA$ donde $R$ es la region en el semiplano superior entre $x^2+y^2=1$ y $x^2+y^2=4$.",$\frac{45\pi}{4}$,$\frac{15\pi}{4}$,$15\pi$,$\frac{15\pi}{2}$,D,"En polares: $1 \leq r \leq 2$, $0 \leq \theta \leq \pi$. $\int_0^{\pi}\int_1^2(3r\cos\theta+4r^2\operatorname{sen}^2\theta)r\,dr\,d\theta = \frac{15\pi}{2}$."
Integrales Múltiples,Coordenadas polares,medio,Calcule el area de un petalo de la rosa $r = \cos(2\theta)$.,$\frac{\pi}{4}$,$\frac{\pi}{8}$,$\frac{\pi}{2}$,$\frac{\pi}{16}$,B,"Un petalo: $-\frac{\pi}{4} \leq \theta \leq \frac{\pi}{4}$. $A = \int_{-\pi/4}^{\pi/4}\int_0^{\cos(2\theta)} r\,dr\,d\theta = \frac{1}{2}\int_{-\pi/4}^{\pi/4}\cos^2(2\theta)\,d\theta = \frac{\pi}{8}$."
Integrales Múltiples,Coordenadas polares,medio,"Evalúe $\iint_D (x^2+y^2)\,dA$ donde $D$ es el disco $x^2+y^2 \leq 4$.",$2\pi$,$4\pi$,$16\pi$,$8\pi$,D,"En polares: $\int_0^{2\pi}\int_0^2 r^2 \cdot r\,dr\,d\theta = 2\pi \cdot [\frac{r^4}{4}]_0^2 = 2\pi \cdot 4 = 8\pi$."
Integrales Múltiples,Coordenadas polares,medio,"Calcule $\iint_D e^{-(x^2+y^2)}\,dA$ donde $D$ es el disco de radio $a$ centrado en el origen.",$\frac{\pi}{2}(1-e^{-a^2})$,$2\pi(1-e^{-a^2})$,$\pi e^{-a^2}$,$\pi(1-e^{-a^2})$,D,"$\int_0^{2\pi}\int_0^a e^{-r^2}r\,dr\,d\theta = 2\pi[-\frac{1}{2}e^{-r^2}]_0^a = \pi(1-e^{-a^2})$."
Integrales Múltiples,Coordenadas polares,medio,Calcule el area encerrada por la cardioide $r = 1+\cos\theta$.,$\frac{\pi}{2}$,$\pi$,$2\pi$,$\frac{3\pi}{2}$,D,"$A = \frac{1}{2}\int_0^{2\pi}(1+\cos\theta)^2\,d\theta = \frac{1}{2}\int_0^{2\pi}(1+2\cos\theta+\cos^2\theta)\,d\theta = \frac{1}{2}(2\pi+0+\pi) = \frac{3\pi}{2}$."
Integrales Múltiples,Coordenadas polares,medio,"Convierta la integral $\int_0^1\int_0^{\sqrt{1-x^2}} (x^2+y^2)\,dy\,dx$ a coordenadas polares.","$\int_0^{\pi/2}\int_0^1 r^3\,dr\,d\theta$","$\int_0^{\pi}\int_0^1 r^3\,dr\,d\theta$","$\int_0^{\pi/2}\int_0^1 r^2\,dr\,d\theta$","$\int_0^{2\pi}\int_0^1 r^3\,dr\,d\theta$",A,"La region es el cuarto de disco unitario en el primer cuadrante. $x^2+y^2 = r^2$ y $dA = r\,dr\,d\theta$, con $0 \leq \theta \leq \pi/2$, $0 \leq r \leq 1$."
Integrales Múltiples,Coordenadas polares,medio,"Evalúe $\int_0^{\pi}\int_0^2 r^2\operatorname{sen}\theta\,dr\,d\theta$.",$\frac{8}{3}$,$\frac{16}{3}$,$4$,$8$,B,"$\int_0^2 r^2\,dr = \frac{8}{3}$. $\int_0^{\pi}\operatorname{sen}\theta\,d\theta = 2$. Producto: $\frac{16}{3}$."
Integrales Múltiples,Coordenadas polares,medio,El area del anillo $1 \leq x^2+y^2 \leq 9$ es:,$8\pi$,$10\pi$,$6\pi$,$4\pi$,A,"$A = \int_0^{2\pi}\int_1^3 r\,dr\,d\theta = 2\pi \cdot [\frac{r^2}{2}]_1^3 = 2\pi \cdot 4 = 8\pi$."
Integrales Múltiples,Coordenadas polares,dificil,"Evalúe $\iint_D \sqrt{x^2+y^2}\,dA$ donde $D$ es la region entre $x^2+y^2=1$ y $x^2+y^2=9$ con $y \geq 0$.",$\frac{26\pi}{3}$,$\frac{52\pi}{3}$,$\frac{13\pi}{3}$,$13\pi$,A,"En polares: $\int_0^{\pi}\int_1^3 r \cdot r\,dr\,d\theta = \pi \cdot \bigl[\tfrac{r^3}{3}\bigr]_1^3 = \pi \cdot \tfrac{26}{3} = \tfrac{26\pi}{3}$."
Integrales Múltiples,Coordenadas polares,dificil,"Calcule $\iint_D \frac{1}{(x^2+y^2)^{3/2}}\,dA$ donde $D = \{(x,y): 1 \leq x^2+y^2 \leq 4\}$.",$\pi$,$2\pi$,$4\pi$,$\frac{\pi}{2}$,A,"En polares: $\int_0^{2\pi}\int_1^2 r^{-3} \cdot r\,dr\,d\theta = 2\pi\int_1^2 r^{-2}\,dr = 2\pi[-\tfrac{1}{r}]_1^2 = 2\pi \cdot \tfrac{1}{2} = \pi$."
Integrales Múltiples,Coordenadas polares,dificil,"Evalúe $\int_{-2}^{2}\int_{0}^{\sqrt{4-x^2}} \sqrt{4-x^2-y^2}\,dy\,dx$ usando coordenadas polares.",$\frac{8\pi}{3}$,$\frac{16\pi}{3}$,$4\pi$,$\frac{4\pi}{3}$,A,"La region es el semicirculo superior de radio 2. $\int_0^{\pi}\int_0^2\sqrt{4-r^2}\cdot r\,dr\,d\theta = \pi[-\frac{1}{3}(4-r^2)^{3/2}]_0^2 = \pi \cdot \frac{8}{3} = \frac{8\pi}{3}$."
Integrales Múltiples,Coordenadas polares,dificil,"Calcule $\iint_D \ln(x^2+y^2)\,dA$ donde $D$ es el anillo $1 \leq x^2+y^2 \leq e^2$.",$\pi(e^2-1)$,$\pi(e^2+1)$,$2\pi(e^2-1)$,$\pi e^2$,A,"En polares: $\int_0^{2\pi}\int_1^e 2\ln(r) \cdot r\,dr\,d\theta = 4\pi\int_1^e r\ln r\,dr$. Integrando por partes: $\frac{r^2}{2}\ln r - \frac{r^2}{4}$, evaluado da $\frac{e^2}{4}$. Resultado: $\pi(e^2-1)$."
Integrales Múltiples,Coordenadas polares,dificil,Calcule el volumen bajo $z = \sqrt{x^2+y^2}$ sobre el disco $x^2+y^2 \leq 4$.,$\frac{16\pi}{3}$,$\frac{8\pi}{3}$,$4\pi$,$8\pi$,A,"$V = \int_0^{2\pi}\int_0^2 r \cdot r\,dr\,d\theta = 2\pi[\frac{r^3}{3}]_0^2 = \frac{16\pi}{3}$."
Integrales Múltiples,Coordenadas polares,dificil,"Evalúe $\iint_D \arctan\left(\frac{y}{x}\right)\,dA$ donde $D$ es el sector circular $\{(r,\theta): 0 \leq r \leq 1,\; 0 \leq \theta \leq \frac{\pi}{4}\}$.",$\frac{\pi^2}{64}$,$\frac{\pi^2}{32}$,$\frac{\pi}{8}$,$\frac{\pi^2}{16}$,B,"$\arctan(y/x) = \theta$. Entonces $\int_0^{\pi/4}\int_0^1 \theta \cdot r\,dr\,d\theta = \frac{1}{2}\int_0^{\pi/4}\theta\,d\theta = \frac{1}{2}\cdot\frac{\pi^2}{32} = \frac{\pi^2}{64}$. Correccion: $\frac{1}{2}[\frac{\theta^2}{2}]_0^{\pi/4} = \frac{\pi^2}{64}$. Respuesta A."
Integrales Múltiples,Integrales triples,facil,"Evalúe $\int_0^1\int_0^1\int_0^1 xyz\,dz\,dy\,dx$.",$\frac{1}{6}$,$\frac{1}{4}$,$\frac{1}{8}$,$1$,C,"Por separacion: $\int_0^1 x\,dx \cdot \int_0^1 y\,dy \cdot \int_0^1 z\,dz = \frac{1}{2}\cdot\frac{1}{2}\cdot\frac{1}{2} = \frac{1}{8}$."
Integrales Múltiples,Integrales triples,facil,"El volumen de la caja rectangular $B = [0,a]\times[0,b]\times[0,c]$ se calcula como $\iiint_B 1\,dV =$:",$a+b+c$,$abc$,$a^2bc$,$2(ab+bc+ac)$,B,"$\iiint_B 1\,dV = \int_0^a dx \int_0^b dy \int_0^c dz = abc$."
Integrales Múltiples,Integrales triples,facil,"Calcule $\int_0^2\int_0^1\int_0^3 2\,dz\,dy\,dx$.",$6$,$12$,$8$,$24$,B,"$\int_0^3 2\,dz = 6$. $\int_0^1 6\,dy = 6$. $\int_0^2 6\,dx = 12$."
Integrales Múltiples,Integrales triples,facil,"Segun el Teorema de Fubini para integrales triples, si $f$ es continua en $B = [a,b]\times[c,d]\times[r,s]$, la integral se puede evaluar:","Solo en el orden $dz\,dy\,dx$",En cualquiera de los 6 ordenes posibles,Solo en 2 ordenes,Solo si $f$ es separable,B,El Teorema de Fubini permite evaluar la integral triple en cualquiera de los 6 ordenes de integracion.
