capitulo,leccion,dificultad,enunciado,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,explicacion
Funciones Exponencial y Logarítmica,Ecuaciones exponenciales y logarítmicas,facil,"$a^x = b$ (con $a, b > 0$, $a \neq 1$) es equivalente a:",$x = \log_a(b)$,$x = b/a$,$x = b - a$,$x = a^b$,A,"Por definición de logaritmo."
Funciones Exponencial y Logarítmica,Ecuaciones exponenciales y logarítmicas,facil,"Para resolver una ecuación logarítmica, ¿qué siempre hay que verificar?",El dominio (argumentos $> 0$),Que las soluciones sean enteras,Que sean positivas,Nada,A,"**SIEMPRE** verificar dominio. Soluciones algebraicas que violan el dominio son **extrañas**."
Funciones Exponencial y Logarítmica,Ecuaciones exponenciales y logarítmicas,facil,"$\log_a(f(x)) = c$ se convierte a:",$f(x) = a^c$,$f(x) = c \cdot a$,$f(x) = a + c$,$f(x) = a/c$,A,"Forma exponencial: aplicación directa de la definición de logaritmo."
Funciones Exponencial y Logarítmica,Ecuaciones exponenciales y logarítmicas,facil,"$\log_a(x) = \log_a(y)$ implica:",$x = y$,$x + y = 0$,$x \cdot y = 1$,Imposible,A,"Inyectividad del logaritmo (estrictamente creciente)."
Funciones Exponencial y Logarítmica,Ecuaciones exponenciales y logarítmicas,medio,"Resuelva $4^x = 8$.",$x = 2$,$x = 3$,$x = 3/2$,$x = 1/2$,C,"$4^x = 8 \iff (2^2)^x = 2^3 \iff 2^{2x} = 2^3 \iff 2x = 3 \iff x = 3/2$."
Funciones Exponencial y Logarítmica,Ecuaciones exponenciales y logarítmicas,medio,"Resuelva $9^x - 4 \cdot 3^x + 3 = 0$ con cambio $u = 3^x$.","$x = 0$ y $x = 1$","$x = 1$ y $x = 3$","$x = -1$ y $x = 0$","Sin solución",A,"$u^2 - 4u + 3 = 0 \iff (u-1)(u-3) = 0$, $u = 1, 3$. $3^x = 1 \Rightarrow x = 0$. $3^x = 3 \Rightarrow x = 1$."
Funciones Exponencial y Logarítmica,Ecuaciones exponenciales y logarítmicas,medio,"Resuelva $4^{x+1} - 2/4^x = 7$.",$x = 1/2$,$x = 1$,$x = 2$,$x = -1/4$,A,"$u = 4^x > 0$. $4u - 2/u = 7 \iff 4u^2 - 7u - 2 = 0 \iff u = 2$ o $u = -1/4$. $u > 0$, $u = 2$. $4^x = 2 \iff x = 1/2$."
Funciones Exponencial y Logarítmica,Ecuaciones exponenciales y logarítmicas,medio,"Resuelva $5^x = 7$ exactamente.",$x = \log_5 7$,$x = 7/5$,$x = 5/7$,$x = 2$,A,"Por definición de logaritmo: $5^x = 7 \iff x = \log_5 7$."
Funciones Exponencial y Logarítmica,Ecuaciones exponenciales y logarítmicas,medio,"Resuelva $\log_2(x + 2) - \log_2(x - 1) = 3$.",$x = 10/7$,$x = 8$,$x = 7/10$,Sin solución,A,"Dominio: $x > 1$. $\log_2((x+2)/(x-1)) = 3 \iff (x+2)/(x-1) = 8 \iff x = 10/7$. Verificación: $10/7 > 1$ ✓."
Funciones Exponencial y Logarítmica,Ecuaciones exponenciales y logarítmicas,medio,"Resuelva $\log_3(x - 2) - \log_3(x - 1) = 1$.",$x = 1/2$,$x = 5/2$,Sin solución,$x = 3$,C,"Dominio: $x > 2$. La solución algebraica $x = 1/2$ NO cumple $x > 2$. Solución extraña, $S = \emptyset$."
Funciones Exponencial y Logarítmica,Ecuaciones exponenciales y logarítmicas,medio,"Resuelva $\ln(x + 1) - \ln(2x - 1) = \ln(x - 1)$.",$\{2\}$,"$\{0, 2\}$",$\{0\}$,Sin solución,A,"Dominio: $x > 1$. Igualar argumentos da $2x^2 - 4x = 0 \iff x = 0$ o $x = 2$. Solo $x = 2$ cumple dominio."
Funciones Exponencial y Logarítmica,Ecuaciones exponenciales y logarítmicas,medio,"Resuelva $e^{2x} - 5 e^x + 6 = 0$.","$\ln 2$ y $\ln 3$","$2$ y $3$","$\ln 5$","Sin solución",A,"$u = e^x > 0$. $u^2 - 5u + 6 = 0 \iff (u-2)(u-3) = 0$. $u = 2, 3$, ambas $> 0$. $e^x = 2 \Rightarrow x = \ln 2$, $e^x = 3 \Rightarrow x = \ln 3$."
Funciones Exponencial y Logarítmica,Ecuaciones exponenciales y logarítmicas,medio,"Resuelva $3 \cdot 2^{x+1} - 5 \cdot 2^x + 2^{x-1} = 48$.",$x = 5$,$x = 4$,$x = 6$,$x = 32$,A,"Factorizando $2^x$: $2^x (6 - 5 + 1/2) = 48 \iff 2^x \cdot 3/2 = 48 \iff 2^x = 32 \iff x = 5$."
Funciones Exponencial y Logarítmica,Ecuaciones exponenciales y logarítmicas,medio,"Resuelva $\log_5(x^2) = 2$.","$x = \pm 5$","$x = 5$","$x = 25$","$x = \pm 25$",A,"$x^2 = 5^2 = 25 \iff x = \pm 5$. Ambas válidas porque $x^2 > 0$ para $x = \pm 5$."
Funciones Exponencial y Logarítmica,Ecuaciones exponenciales y logarítmicas,dificil,"Resuelva $\log(x) + \log(x - 3) = 1$ (log decimal).","$x = 5$","$x = 5$ o $x = -2$","$x = -2$","Sin solución",A,"Dominio: $x > 3$. $\log(x(x-3)) = 1 \iff x^2 - 3x = 10 \iff x^2 - 3x - 10 = 0 \iff x = 5$ o $x = -2$. Solo $x = 5$ cumple dominio."
Funciones Exponencial y Logarítmica,Ecuaciones exponenciales y logarítmicas,dificil,"Resuelva $2 \cdot 3^{x+1} - 5 \cdot 3^x + 3^{x-1} = 24$.",$x = 2 + \log_3 2$,$x = 2$,$x = 3$,Sin solución,A,"Factorizando $3^x$: $3^x (6 - 5 + 1/3) = 24 \iff 3^x \cdot 4/3 = 24 \iff 3^x = 18$. $x = \log_3(18) = \log_3(2 \cdot 9) = \log_3 2 + 2$."
Funciones Exponencial y Logarítmica,Ecuaciones exponenciales y logarítmicas,dificil,"Resuelva $5^{2x} - 6 \cdot 5^x + 5 = 0$.","$x = 0$ y $x = 1$","$x = 1$ y $x = 5$","$x = -1$","Sin solución",A,"$u = 5^x$. $u^2 - 6u + 5 = (u-1)(u-5) = 0$. $u = 1, 5$. $5^x = 1 \Rightarrow x = 0$, $5^x = 5 \Rightarrow x = 1$."
Funciones Exponencial y Logarítmica,Ecuaciones exponenciales y logarítmicas,dificil,"Resuelva $\log_2(x) + \log_2(x + 6) = 4$.","$x = 2$","$x = 2$ o $x = -8$","$x = 8$","Sin solución",A,"Dominio: $x > 0$ (también $x + 6 > 0 \iff x > -6$, restrictivo: $x > 0$). $\log_2(x(x+6)) = 4 \iff x(x+6) = 16 \iff x^2 + 6x - 16 = 0 \iff x = 2$ o $x = -8$. Solo $x = 2$ cumple $x > 0$."
Funciones Exp Log,Función exponencial,facil,"$e^0$ es igual a:",0,1,$e$,$\infty$,B,"Cualquier número (no nulo) elevado a 0 es 1. En particular, $e^0 = 1$."
Funciones Exp Log,Función exponencial,facil,"$e^1$ es igual a:",0,1,$e$,$e^2$,C,"Por definición, $e^1 = e \approx 2.71828$."
Funciones Exp Log,Función exponencial,facil,"El dominio de $e^x$ es:","$\mathbb{R}$","$(0, +\infty)$","$[0, +\infty)$","$\mathbb{R} \setminus \{0\}$",A,"$e^x$ está definida para todo real: $\text{Dom}(e^x) = \mathbb{R}$."
Funciones Exp Log,Función exponencial,facil,"El recorrido de $e^x$ es:","$\mathbb{R}$","$(0, +\infty)$","$[0, +\infty)$","$\mathbb{R} \setminus \{0\}$",B,"$e^x > 0$ siempre y alcanza todo positivo. $\text{Rec}(e^x) = (0, +\infty)$."
Funciones Exp Log,Función exponencial,facil,"$e^x \cdot e^y = $:",$e^{xy}$,$e^{x+y}$,$e^{x-y}$,$e^x + e^y$,B,"Propiedad fundamental de la exponencial: $e^x \cdot e^y = e^{x+y}$."
Funciones Exp Log,Función exponencial,facil,"$\dfrac{e^x}{e^y} = $:",$e^{x-y}$,$e^{x+y}$,$e^{x/y}$,$e^x - e^y$,A,"$\dfrac{e^x}{e^y} = e^x \cdot e^{-y} = e^{x-y}$."
Funciones Exp Log,Función exponencial,facil,"$(e^x)^n = $:",$e^{x \cdot n}$,$e^{x+n}$,$n \cdot e^x$,$e^{x^n}$,A,"Por la propiedad de las potencias: $(e^x)^n = e^{xn}$."
Funciones Exp Log,Función exponencial,facil,"$e^x$ es una función:",Decreciente,Constante,Estrictamente creciente,Periódica,C,"$e^x$ es estrictamente creciente: $x_1 < x_2 \Rightarrow e^{x_1} < e^{x_2}$. Por lo tanto inyectiva."
Funciones Exp Log,Función exponencial,facil,"La desigualdad fundamental de la exponencial es:","$e^x \geq 1 + x$","$e^x \leq 1 + x$","$e^x = 1 + x$","$e^x \geq x$",A,"$e^x \geq 1 + x$ para todo real, con igualdad solo en $x = 0$. Geométricamente: la curva queda sobre su tangente."
Funciones Exp Log,Función exponencial,facil,"$e^{-x}$ es:",Decreciente,Creciente,Constante,Periódica,A,"$e^{-x} = 1/e^x$. Como $e^x$ es creciente, $1/e^x$ es decreciente."
Funciones Exp Log,Función exponencial,facil,"$\lim_{x \to +\infty} e^x = $:",0,1,$+\infty$,$e$,C,"La exponencial crece sin cota cuando $x \to +\infty$."
Funciones Exp Log,Función exponencial,facil,"$\lim_{x \to -\infty} e^x = $:",0,1,$+\infty$,$-\infty$,A,"Cuando $x \to -\infty$, $e^x = 1/e^{|x|} \to 0$. Asíntota horizontal $y = 0$ por la izquierda."
Funciones Exp Log,Función exponencial,medio,"Resuelva $e^x = 1$.",$x = 1$,$x = 0$,$x = e$,$x = -1$,B,"Por inyectividad de $e^x$: $e^x = 1 = e^0 \iff x = 0$."
Funciones Exp Log,Función exponencial,medio,"Resuelva $e^{2x} = e^4$.",$x = 4$,$x = 2$,$x = e$,$x = 16$,B,"Por inyectividad: $e^{2x} = e^4 \iff 2x = 4 \iff x = 2$."
Funciones Exp Log,Función exponencial,medio,"$e^{\ln 5}$ es igual a:",1,5,$e^5$,$\ln(5e)$,B,"Propiedad de cancelación: $e^{\ln a} = a$ para $a > 0$. $e^{\ln 5} = 5$."
Funciones Exp Log,Función exponencial,medio,"Si $e^x = 7$, entonces $x$ vale:",$\ln 7$,$\log_7 e$,7,$1/7$,A,"Aplicando $\ln$ a ambos lados: $\ln(e^x) = \ln 7 \iff x = \ln 7$."
Funciones Exp Log,Función exponencial,medio,"$e^{\ln 2 + \ln 3}$ es igual a:",5,6,$\ln 6$,$e^5$,B,"$e^{\ln 2 + \ln 3} = e^{\ln 2} \cdot e^{\ln 3} = 2 \cdot 3 = 6$. O bien: $e^{\ln 2 + \ln 3} = e^{\ln(2 \cdot 3)} = e^{\ln 6} = 6$."
Funciones Exp Log,Función exponencial,medio,"Aproximadamente $e^2 \approx$:",2.7,5.4,7.4,10,C,"$e \approx 2.72$, así que $e^2 \approx 7.39$."
Funciones Exp Log,Función exponencial,medio,"Si $e^x = e^y$, ¿qué se puede afirmar?",$x = y$ siempre,$x = -y$,$x \neq y$,"Depende del signo de $x, y$",A,"Por inyectividad de $e^x$: $e^x = e^y \iff x = y$."
Funciones Exp Log,Función exponencial,medio,"$e^x \cdot e^{-x}$ es igual a:",1,$e^{2x}$,$e^0$,$e^{-x^2}$,A,"$e^x \cdot e^{-x} = e^{x + (-x)} = e^0 = 1$."
Funciones Exp Log,Función exponencial,medio,"$\dfrac{e^{2x}}{e^x}$ es igual a:",$e^{x}$,$e^{2}$,$e^{x^2}$,$e$,A,"$\dfrac{e^{2x}}{e^x} = e^{2x - x} = e^x$."
Funciones Exp Log,Función exponencial,medio,"La función $f(x) = 2^x$ con dominio $\mathbb{R}$ tiene recorrido:","$\mathbb{R}$","$(0, +\infty)$","$[0, +\infty)$","$(-\infty, 0)$",B,"Toda función exponencial $a^x$ con $a > 0, a \neq 1$ tiene recorrido $(0, +\infty)$."
Funciones Exp Log,Función exponencial,medio,"$3^x \cdot 9^x$ es igual a:","$27^x$","$12^x$","$3^{2x+1}$","$27^{x^2}$",A,"$9^x = (3^2)^x = 3^{2x}$. Entonces $3^x \cdot 3^{2x} = 3^{3x} = (3^3)^x = 27^x$."
Funciones Exp Log,Función exponencial,medio,"Resuelva $2^x = 16$.",$x = 4$,$x = 8$,$x = 2$,$x = 16$,A,"$16 = 2^4$. Por inyectividad: $2^x = 2^4 \iff x = 4$."
Funciones Exp Log,Función exponencial,medio,"Si $e^a = 3$ y $e^b = 5$, ¿cuál es $e^{a+b}$?",8,15,$e^{15}$,$\ln 15$,B,"$e^{a+b} = e^a \cdot e^b = 3 \cdot 5 = 15$."
Funciones Exp Log,Función exponencial,dificil,"Demuestre que $e^x \geq 1 + x + x^2/2$ para $x \geq 0$. Esta cota es:",Más débil que $e^x \geq 1+x$,Equivalente a $e^x \geq 1+x$,Más fuerte que $e^x \geq 1+x$,Falsa para $x > 0$,C,"Para $x \geq 0$, $1 + x + x^2/2 \geq 1 + x$, así que la nueva cota es más fina. Se obtiene del polinomio de Taylor de $e^x$ truncado en grado 2."
Funciones Exp Log,Función exponencial,dificil,"$\lim_{x \to 0} \dfrac{e^x - 1}{x}$ es:",0,1,$e$,$\infty$,B,"Es un límite fundamental. Geométricamente: pendiente de $e^x$ en $x = 0$, que vale $e^0 = 1$."
Funciones Exp Log,Función exponencial,dificil,"Si $f(x) = e^{2x}$, halle $f^{-1}(x)$.","$\dfrac{1}{2}\ln x$","$2 \ln x$","$\ln(2x)$","$e^{x/2}$",A,"$y = e^{2x} \iff \ln y = 2x \iff x = \dfrac{\ln y}{2}$. Inversa: $f^{-1}(x) = \dfrac{1}{2}\ln x$."
