capitulo,leccion,dificultad,enunciado,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,explicacion
Transformada de Laplace,Transformada de Laplace e inversa,medio,El valor exacto de $\Gamma\left(\tfrac{1}{2}\right)$ es:,$\pi$,$\tfrac{\sqrt{\pi}}{2}$,$\sqrt{\pi}$,$\tfrac{1}{2}$,C,Es un valor clasico de la funcion Gamma: $\Gamma(1/2)=\sqrt{\pi}$.
Transformada de Laplace,Transformada de Laplace e inversa,medio,Calcule $\mathcal{L}^{-1}\left\{\dfrac{4}{s-7}\right\}$.,$4e^{-7t}$,$7e^{4t}$,$\tfrac{4}{7}e^{7t}$,$4e^{7t}$,D,"Como $\mathcal{L}\{e^{at}\}=\tfrac{1}{s-a}$, por linealidad $\mathcal{L}^{-1}\{\tfrac{4}{s-7}\}=4e^{7t}$."
Transformada de Laplace,Transformada de Laplace e inversa,medio,Calcule $\mathcal{L}^{-1}\left\{\dfrac{6}{s^3}\right\}$.,$3t^2$,$6t^2$,$t^3$,$\tfrac{t^3}{6}$,A,"$\mathcal{L}\{t^2\}=\tfrac{2!}{s^3}=\tfrac{2}{s^3}$, luego $\mathcal{L}^{-1}\{\tfrac{6}{s^3}\}=3\cdot t^2=3t^2$."
Transformada de Laplace,Transformada de Laplace e inversa,medio,Calcule $\mathcal{L}^{-1}\left\{\dfrac{2}{s}+\dfrac{3}{s^2+1}\right\}$.,$2t+3\cos(t)$,$2+3\sin(t)$,$2+3\cos(t)$,$2t+3\sin(t)$,B,Por linealidad: $\mathcal{L}^{-1}\{\tfrac{2}{s}\}=2$ y $\mathcal{L}^{-1}\{\tfrac{3}{s^2+1}\}=3\sin(t)$.
Transformada de Laplace,Transformada de Laplace e inversa,dificil,"Usando la funcion Gamma, calcule $\mathcal{L}\{t^{3/2}\}$.",$\dfrac{\sqrt{\pi}}{s^{5/2}}$,$\dfrac{3\sqrt{\pi}}{2 s^{5/2}}$,$\dfrac{3\sqrt{\pi}}{4 s^{5/2}}$,$\dfrac{\Gamma(5/2)}{s^{3/2}}$,C,"$\mathcal{L}\{t^a\}=\tfrac{\Gamma(a+1)}{s^{a+1}}$. Con $a=3/2$: $\Gamma(5/2)=\tfrac{3}{2}\cdot\tfrac{\sqrt{\pi}}{2}=\tfrac{3\sqrt{\pi}}{4}$, luego $\tfrac{3\sqrt{\pi}}{4 s^{5/2}}$."
Transformada de Laplace,Transformada de Laplace e inversa,dificil,Calcule $\Gamma\left(\tfrac{7}{2}\right)$ usando la recurrencia $\Gamma(x+1)=x\Gamma(x)$.,$\tfrac{3\sqrt{\pi}}{4}$,$\tfrac{7\sqrt{\pi}}{2}$,$\tfrac{\sqrt{\pi}}{8}$,$\tfrac{15\sqrt{\pi}}{8}$,D,$\Gamma(7/2)=\tfrac{5}{2}\Gamma(5/2)=\tfrac{5}{2}\cdot\tfrac{3}{2}\cdot\tfrac{1}{2}\Gamma(1/2)=\tfrac{15}{8}\sqrt{\pi}$.
Transformada de Laplace,Transformada de Laplace e inversa,dificil,Calcule $\mathcal{L}^{-1}\left\{\dfrac{4s+10}{s^2+25}\right\}$.,$4\cos(5t)+2\sin(5t)$,$4\cos(5t)+10\sin(5t)$,$2\cos(5t)+4\sin(5t)$,$4\sin(5t)+2\cos(5t)$,A,Separamos: $\tfrac{4s}{s^2+25}+\tfrac{10}{s^2+25}=4\tfrac{s}{s^2+5^2}+2\cdot\tfrac{5}{s^2+5^2}\Rightarrow 4\cos(5t)+2\sin(5t)$.
Transformada de Laplace,Transformada de Laplace e inversa,dificil,La transformada $\mathcal{L}\{\cosh(4t)\}=\dfrac{s}{s^2-16}$ converge si y solo si:,$s>0$,$s>4$,$s>-4$,$s>16$,B,"De la tabla, $\mathcal{L}\{\cosh(kt)\}$ existe para $s>\lvert k\rvert$. Con $k=4$: $s>4$."
Transformada de Laplace,Transformada de Laplace e inversa,dificil,¿Cual de las siguientes funciones NO admite transformada de Laplace?,$f(t)=t^{10}$,$f(t)=e^{-3t}$,$f(t)=e^{t^2}$,$f(t)=\sin(t)$,C,"$e^{t^2}$ crece mas rapido que cualquier $Me^{ct}$, por lo que no es de orden exponencial y la integral no converge para ningun $s$."
Transformada de Laplace,Transformada de Laplace e inversa,dificil,"Aplicando linealidad, calcule $\mathcal{L}\{5\cos(3t)+2t^3\}$.",$\dfrac{5s}{s^2+3}+\dfrac{6}{s^4}$,$\dfrac{5}{s^2+9}+\dfrac{12}{s^4}$,$\dfrac{5s}{s^2-9}+\dfrac{12}{s^4}$,$\dfrac{5s}{s^2+9}+\dfrac{12}{s^4}$,D,$5\cdot\tfrac{s}{s^2+9}+2\cdot\tfrac{3!}{s^4}=\tfrac{5s}{s^2+9}+\tfrac{12}{s^4}$.
Transformada de Laplace,Existencia y unicidad,facil,"Segun el teorema de existencia, ¿cual es una condicion suficiente para que $\mathcal{L}\{f(t)\}$ exista?","$f$ continua por tramos en $[0,\infty)$ y de orden exponencial",$f$ derivable infinitas veces,"$f$ acotada en $[0,\infty)$","$f$ positiva en $[0,\infty)$",A,La condicion suficiente clasica es que $f$ sea continua por tramos y que exista $c$ tal que $\lvert f(t)\rvert\leq Me^{ct}$.
Transformada de Laplace,Existencia y unicidad,facil,Se dice que $f(t)$ es de orden exponencial si existen $M>0$ y $c\in\mathbb{R}$ tales que:,$\lvert f(t)\rvert\leq Mt^c$ para todo $t\geq 0$,$\lvert f(t)\rvert\leq Me^{ct}$ para todo $t\geq 0$,$f(t)\geq e^{ct}$ para todo $t\geq 0$,$f(t)=Me^{ct}$ para todo $t\geq 0$,B,"Por definicion, orden exponencial significa que $\lvert f(t)\rvert\leq Me^{ct}$ en $[0,\infty)$."
Transformada de Laplace,Existencia y unicidad,facil,"Si $\lvert f(t)\rvert\leq Me^{ct}$ para todo $t\geq 0$, la transformada $\mathcal{L}\{f(t)\}$ existe para:",$s<c$,$s=c$,$s>c$,$s<0$,C,La condicion de convergencia de la integral $\int_0^\infty e^{-st}f(t)dt$ requiere $s>c$.
Transformada de Laplace,Existencia y unicidad,facil,"Si $f(t)$ es de orden exponencial y $F(s)=\mathcal{L}\{f(t)\}$, entonces $\lim_{s\to\infty}F(s)$ es igual a:",$f(0)$,$\infty$,$1$,$0$,D,"Un resultado clasico establece que si $f$ es de orden exponencial, $F(s)\to 0$ cuando $s\to\infty$."
Transformada de Laplace,Existencia y unicidad,facil,Para $f(t)=1$ se tiene $F(s)=\tfrac{1}{s}$. Verifique: $\lim_{s\to\infty}F(s)=$ ?,$0$,$1$,$\infty$,$-1$,A,"$\lim_{s\to\infty}\tfrac{1}{s}=0$, consistente con el teorema del comportamiento asintotico de $F(s)$."
Transformada de Laplace,Existencia y unicidad,facil,"Segun el teorema de unicidad, si $\mathcal{L}\{f(t)\}=\mathcal{L}\{g(t)\}=F(s)$ en un intervalo $(s_0,\infty)$, entonces:",$f$ y $g$ pueden diferir arbitrariamente,$f(t)=g(t)$ para casi todo $t\geq 0$,$f(t)=g(t)+C$ con $C$ constante,$f(t)=-g(t)$,B,El teorema de unicidad garantiza que $f=g$ para casi todo $t\geq 0$; en particular coinciden donde ambas son continuas.
Transformada de Laplace,Existencia y unicidad,medio,¿Cual de las siguientes funciones NO es de orden exponencial?,$f(t)=t^{5}$,$f(t)=e^{-2t}\cos(t)$,$f(t)=e^{t^2}$,$f(t)=\sin(5t)$,C,"$e^{t^2}$ crece mas rapido que cualquier $Me^{ct}$, por lo que no existe $c$ que acote a $f$."
Transformada de Laplace,Existencia y unicidad,medio,"Si $\lvert f(t)\rvert\leq 4e^{3t}$ para todo $t\geq 0$, el menor valor de $c$ que garantiza la existencia de $\mathcal{L}\{f(t)\}$ en $s>c$ es:",$c=0$,$c=4$,$c=1$,$c=3$,D,El exponente $c$ proviene de la cota exponencial; con $Me^{3t}$ se puede tomar $c=3$ y la integral converge para $s>3$.
Transformada de Laplace,Existencia y unicidad,medio,La funcion $f(t)=t^{100}$ es de orden exponencial porque:,Las potencias de $t$ crecen mas lento que cualquier exponencial $e^{ct}$ con $c>0$,Toda potencia es acotada,$t^{100}=e^{100\ln t}$,$t^{100}\leq 100$ para todo $t$,A,"Para cualquier $c>0$ existe $M>0$ con $t^{100}\leq Me^{ct}$, porque la exponencial domina a las potencias."
Transformada de Laplace,Existencia y unicidad,medio,"Para $f(t)=\sin(t)$, ¿cual es un valor valido de $c$ en la condicion $\lvert f(t)\rvert\leq Me^{ct}$?",$c=-1$,$c=0$,"$c=1$, pero no $c=0$",Ningun $c$ funciona,B,"Como $\lvert\sin t\rvert\leq 1=1\cdot e^{0\cdot t}$, basta tomar $M=1$ y $c=0$."
Transformada de Laplace,Existencia y unicidad,medio,¿Cual de las siguientes funciones $F(s)$ NO puede ser la transformada de Laplace de una funcion de orden exponencial?,$F(s)=\tfrac{1}{s+1}$,$F(s)=\tfrac{s}{s^2+4}$,$F(s)=s+2$,$F(s)=\tfrac{3}{s^2}$,C,"Se debe cumplir $\lim_{s\to\infty}F(s)=0$, pero $s+2\to\infty$, luego $F(s)=s+2$ no es transformada de una funcion de orden exponencial."
Transformada de Laplace,Existencia y unicidad,medio,"Si $\mathcal{L}\{f(t)\}=\mathcal{L}\{g(t)\}$ para todo $s>s_0$, el teorema de unicidad permite concluir que:","$f$ y $g$ son iguales salvo posiblemente en un conjunto de medida cero en $[0,\infty)$",$f$ y $g$ coinciden solo en $t=0$,$f$ y $g$ deben ser identicas en todo $\mathbb{R}$ (incluyendo $t<0$),$f=g$ solamente si ambas son polinomiales,A,"La unicidad de $\mathcal{L}^{-1}$ garantiza $f=g$ para casi todo $t\geq 0$, permitiendo diferencias solo en conjuntos de medida nula."
Transformada de Laplace,Existencia y unicidad,medio,¿La funcion $f(t)=e^{t^2}$ admite transformada de Laplace?,"Si, porque es continua","Si, para $s$ suficientemente grande","Si, porque $t^2\geq 0$","No, porque no es de orden exponencial",D,"Para todo $c$ y $M$, la relacion $e^{t^2}\leq Me^{ct}$ falla para $t$ grande, luego $f$ no es de orden exponencial y su transformada no existe."
Transformada de Laplace,Existencia y unicidad,medio,"Suponga que $f$ es continua por tramos en $[0,\infty)$ y $\lvert f(t)\rvert\leq Me^{2t}$. El dominio natural de $\mathcal{L}\{f(t)\}$ incluye:",$s\in\mathbb{R}$,$s>2$,$s<2$,$s=2$ solamente,B,"Segun la condicion suficiente de existencia, con $c=2$ se garantiza la convergencia de la integral para $s>2$."
Transformada de Laplace,Existencia y unicidad,dificil,¿Cual de las siguientes $F(s)$ viola la condicion necesaria $\lim_{s\to\infty}F(s)=0$?,$F(s)=\tfrac{1}{s^2+1}$,$F(s)=\tfrac{1}{s-5}$,$F(s)=\tfrac{s^2}{s^2+1}$,$F(s)=\tfrac{s}{s^2+4}$,C,"$\lim_{s\to\infty}\tfrac{s^2}{s^2+1}=1\neq 0$, luego no puede ser transformada de una funcion de orden exponencial."
Transformada de Laplace,Existencia y unicidad,dificil,"Para $f(t)=\cosh(3t)=\tfrac{e^{3t}+e^{-3t}}{2}$, ¿cual es el menor $c$ que la acota exponencialmente en $[0,\infty)$?",$c=-3$,$c=0$,$c=6$,$c=3$,D,"$\cosh(3t)\leq e^{3t}$ para $t\geq 0$, y crece como $e^{3t}/2$, por lo que el menor exponente que funciona es $c=3$."
Transformada de Laplace,Existencia y unicidad,dificil,"Suponga que $f$ y $g$ son continuas en $[0,\infty)$, de orden exponencial, y $\mathcal{L}\{f\}=\mathcal{L}\{g\}$. ¿Que se concluye sobre $f$ y $g$?",$f(t)=g(t)$ para todo $t\geq 0$,Pueden diferir en infinitos puntos,$f(t)=g(t)+\text{const}$,No se puede concluir nada,A,"Por unicidad, $f=g$ casi en todas partes; como ambas son continuas, la igualdad se extiende a todo $t\geq 0$."
Transformada de Laplace,Existencia y unicidad,dificil,"Si $F(s)=\mathcal{L}\{f(t)\}$ y $\lim_{s\to\infty}F(s)=5$, ¿que puede concluirse?",$f(0)=5$,$F(s)$ no es transformada de Laplace de una funcion de orden exponencial,$f$ es identicamente $5$,La integral converge,B,"Toda transformada de una funcion de orden exponencial satisface $F(s)\to 0$; si el limite es $5\neq 0$, $F$ no corresponde a una funcion de esa clase."
Transformada de Laplace,Existencia y unicidad,dificil,Considere $f(t)=2e^{-t}+3$. El menor $c$ que satisface $\lvert f(t)\rvert\leq Me^{ct}$ para algun $M>0$ y todo $t\geq 0$ es:,$c=-1$,$c=3$,$c=0$,$c=1$,C,"$\lvert f(t)\rvert\leq 5$ para todo $t\geq 0$, luego basta con $M=5$ y $c=0$; ningun $c<0$ sirve porque $f(t)\to 3\neq 0$."
Transformada de Laplace,Existencia y unicidad,dificil,¿Cual afirmacion es verdadera respecto a la unicidad de la transformada inversa?,Toda $F(s)$ tiene exactamente una preimagen continua,$\mathcal{L}^{-1}$ solo esta bien definida para funciones racionales,Dos preimagenes pueden diferir en un intervalo de longitud positiva,$\mathcal{L}^{-1}$ esta bien definida: dos preimagenes pueden diferir solo en un conjunto de medida cero,D,El teorema de unicidad permite diferencias en conjuntos de medida cero; por eso $\mathcal{L}^{-1}$ se considera unico en clases de funciones iguales casi en todas partes.
Transformada de Laplace,Resolución de EDOs con Laplace,facil,"Si $\mathcal{L}\{f(t)\}=F(s)$, entonces $\mathcal{L}\{f'(t)\}$ es igual a:",$sF(s)-f(0)$,$sF(s)+f(0)$,$F(s)-f(0)$,$F'(s)$,A,La propiedad de la derivada es $\mathcal{L}\{f'(t)\}=sF(s)-f(0)$.
Transformada de Laplace,Resolución de EDOs con Laplace,facil,"Si $\mathcal{L}\{f(t)\}=F(s)$, entonces $\mathcal{L}\{f''(t)\}$ es igual a:",$s^2F(s)+sf(0)+f'(0)$,$s^2F(s)-sf(0)-f'(0)$,$s^2F(s)-f(0)$,$F''(s)$,B,La propiedad de la segunda derivada es $\mathcal{L}\{f''(t)\}=s^2F(s)-sf(0)-f'(0)$.
Transformada de Laplace,Traslaciones y convolución,facil,"Si $\mathcal{L}\{f(t)\}=F(s)$, entonces $\mathcal{L}\left\{\int_0^t f(\tau)d\tau\right\}$ es:",$sF(s)$,$F(s)\cdot s$,$\dfrac{F(s)}{s}$,$F'(s)$,C,Integrar en $t$ equivale a dividir por $s$ en el dominio de Laplace: $\mathcal{L}\{\int_0^t f(\tau)d\tau\}=\tfrac{F(s)}{s}$.
Transformada de Laplace,Traslaciones y convolución,facil,"Si $\mathcal{L}\{f(t)\}=F(s)$, la transformada de $e^{at}f(t)$ es (traslacion sobre el eje $s$):",$F(s+a)$,$e^{-as}F(s)$,$F(s)/(s-a)$,$F(s-a)$,D,La propiedad de traslacion en $s$ establece $\mathcal{L}\{e^{at}f(t)\}=F(s-a)$.
Transformada de Laplace,Traslaciones y convolución,facil,"Si $\mathcal{L}\{f(t)\}=F(s)$, entonces $\mathcal{L}\{u(t-a)f(t-a)\}$ es igual a:",$e^{-as}F(s)$,$F(s-a)$,$e^{as}F(s)$,$F(s)/s$,A,Traslacion en el eje $t$: $\mathcal{L}\{u(t-a)f(t-a)\}=e^{-as}F(s)$.
Transformada de Laplace,Traslaciones y convolución,facil,"Si $\mathcal{L}\{f\}=F(s)$ y $\mathcal{L}\{g\}=G(s)$, entonces $\mathcal{L}\{f*g\}$ es:",$F(s)+G(s)$,$F(s)\cdot G(s)$,$F(s)/G(s)$,$F(s-G(s))$,B,Teorema de convolucion: $\mathcal{L}\{f*g\}=F(s)G(s)$.
Transformada de Laplace,Resolución de EDOs con Laplace,medio,"Si $f(0)=3$ y $\mathcal{L}\{f(t)\}=F(s)$, entonces $\mathcal{L}\{f'(t)\}$ vale:",$sF(s)+3$,$3sF(s)$,$sF(s)-3$,$F(s)-3$,C,Aplicando $\mathcal{L}\{f'\}=sF(s)-f(0)$ con $f(0)=3$ se obtiene $sF(s)-3$.
Transformada de Laplace,Multiplicación por t y funciones periódicas,medio,"Si $\mathcal{L}\{f(t)\}=F(s)$, entonces $\mathcal{L}\{t\,f(t)\}$ es igual a:",$F(s)/s$,$sF(s)$,$F'(s)$,$-F'(s)$,D,Por la derivacion de transformadas: $\mathcal{L}\{t^n f(t)\}=(-1)^n F^{(n)}(s)$. Con $n=1$: $-F'(s)$.
Transformada de Laplace,Traslaciones y convolución,medio,Calcule $\mathcal{L}\{e^{-2t}\cos(3t)\}$.,$\dfrac{s+2}{(s+2)^2+9}$,$\dfrac{s-2}{(s-2)^2+9}$,$\dfrac{s}{s^2+9}-2$,$\dfrac{s+2}{s^2+9}$,A,Con $F(s)=\tfrac{s}{s^2+9}$ y traslacion en $s$ con $a=-2$: $F(s-(-2))=F(s+2)=\tfrac{s+2}{(s+2)^2+9}$.
Transformada de Laplace,Traslaciones y convolución,medio,Calcule $\mathcal{L}\{e^{3t} t^2\}$.,$\dfrac{2}{(s+3)^3}$,$\dfrac{2}{(s-3)^3}$,$\dfrac{2}{s^3-3}$,$\dfrac{1}{(s-3)^3}$,B,$\mathcal{L}\{t^2\}=\tfrac{2}{s^3}$. Con traslacion en $s$ por $a=3$: $\tfrac{2}{(s-3)^3}$.
Transformada de Laplace,Traslaciones y convolución,medio,"Si $f(t)=\int_0^t \sin(\tau)d\tau$, calcule $\mathcal{L}\{f(t)\}$.",$\dfrac{1}{s^2+1}$,$\dfrac{s}{s^2+1}$,$\dfrac{1}{s(s^2+1)}$,$\dfrac{1}{s^2(s^2+1)}$,C,"Como $\mathcal{L}\{\sin t\}=\tfrac{1}{s^2+1}$, por la propiedad de integral: $\tfrac{1}{s(s^2+1)}$."
Transformada de Laplace,Resolución de EDOs con Laplace,medio,"Si $f(0)=0$, $f'(0)=2$ y $\mathcal{L}\{f(t)\}=F(s)$, entonces $\mathcal{L}\{f''(t)\}$ es:",$s^2F(s)+2$,$s^2F(s)+2s$,$s^2F(s)-2s$,$s^2F(s)-2$,D,$\mathcal{L}\{f''\}=s^2F(s)-sf(0)-f'(0)=s^2F(s)-s\cdot 0-2=s^2F(s)-2$.
Transformada de Laplace,Traslaciones y convolución,medio,Calcule $\mathcal{L}^{-1}\left\{\dfrac{e^{-2s}}{s^2}\right\}$.,$u(t-2)(t-2)$,"$u(t-2)\,t$",$e^{-2t}t$,$(t-2)^2$,A,$\mathcal{L}^{-1}\{\tfrac{1}{s^2}\}=t$; aplicando traslacion en $t$ con $a=2$: $u(t-2)(t-2)$.
Transformada de Laplace,Multiplicación por t y funciones periódicas,medio,Calcule $\mathcal{L}\{t\cos(2t)\}$ usando la derivacion de transformadas.,$\dfrac{s^2+4}{(s^2+4)^2}$,$\dfrac{s^2-4}{(s^2+4)^2}$,$\dfrac{-2s}{(s^2+4)^2}$,$\dfrac{s}{(s^2+4)^2}$,B,Con $F(s)=\tfrac{s}{s^2+4}$: $F'(s)=\tfrac{(s^2+4)-s(2s)}{(s^2+4)^2}=\tfrac{4-s^2}{(s^2+4)^2}$. Luego $\mathcal{L}\{t\cos 2t\}=-F'(s)=\tfrac{s^2-4}{(s^2+4)^2}$.
Transformada de Laplace,Multiplicación por t y funciones periódicas,dificil,"Usando la derivacion de transformadas, calcule $\mathcal{L}\{t^2\sin(3t)\}$.",$\dfrac{6}{(s^2+9)^2}$,$\dfrac{-6s}{(s^2+9)^2}$,$\dfrac{18(s^2-3)}{(s^2+9)^3}$,$\dfrac{18 s^2}{(s^2+9)^3}$,C,Con $F(s)=\tfrac{3}{s^2+9}$: $F''(s)=\tfrac{18s^2-54}{(s^2+9)^3}$. Entonces $\mathcal{L}\{t^2\sin 3t\}=(-1)^2 F''(s)=\tfrac{18(s^2-3)}{(s^2+9)^3}$.
Transformada de Laplace,Resolución de EDOs con Laplace,dificil,"Resuelva el PVI $y''+y=0$, con $y(0)=1$, $y'(0)=0$ usando transformada de Laplace.",$y(t)=\sin(t)$,$y(t)=e^{-t}$,$y(t)=1$,$y(t)=\cos(t)$,D,Aplicando Laplace: $s^2Y-s+Y=0\Rightarrow Y(s)=\tfrac{s}{s^2+1}$. Invirtiendo: $y(t)=\cos(t)$.
Transformada de Laplace,Resolución de EDOs con Laplace,dificil,"Resuelva el PVI $y'-2y=0$, con $y(0)=3$ usando transformada de Laplace.",$y(t)=3e^{2t}$,$y(t)=3e^{-2t}$,$y(t)=3+2t$,$y(t)=\tfrac{3}{s-2}$,A,Aplicando Laplace: $sY-3-2Y=0\Rightarrow Y(s)=\tfrac{3}{s-2}$. Invirtiendo: $y(t)=3e^{2t}$.
Transformada de Laplace,Resolución de EDOs con Laplace,dificil,Calcule $\mathcal{L}^{-1}\left\{\dfrac{1}{s(s^2+1)}\right\}$.,$\sin(t)$,$1-\cos(t)$,$\cos(t)$,$t-\sin(t)$,B,"Por fracciones parciales $\tfrac{1}{s(s^2+1)}=\tfrac{1}{s}-\tfrac{s}{s^2+1}$, cuya inversa es $1-\cos(t)$. Equivalente a $\int_0^t \sin\tau d\tau$."
Transformada de Laplace,Resolución de EDOs con Laplace,dificil,Calcule $\mathcal{L}^{-1}\left\{\dfrac{1}{(s-1)(s-2)}\right\}$.,$e^t-e^{2t}$,$e^t+e^{2t}$,$e^{2t}-e^t$,$\tfrac{1}{2}(e^{2t}+e^t)$,C,Fracciones parciales: $\tfrac{1}{(s-1)(s-2)}=\tfrac{-1}{s-1}+\tfrac{1}{s-2}$. Inversa: $-e^t+e^{2t}=e^{2t}-e^t$.
Transformada de Laplace,Multiplicación por t y funciones periódicas,dificil,"Usando el teorema de integracion de transformadas, calcule $\mathcal{L}\left\{\dfrac{\sin t}{t}\right\}$.",$\ln\left(\tfrac{s+1}{s-1}\right)$,$\dfrac{1}{s^2+1}$,$\dfrac{\pi}{2}$,$\arctan\!\left(\tfrac{1}{s}\right)$,D,Con $F(s)=\tfrac{1}{s^2+1}$: $\mathcal{L}\{\tfrac{\sin t}{t}\}=\int_s^\infty \tfrac{d\sigma}{\sigma^2+1}=\tfrac{\pi}{2}-\arctan(s)=\arctan(1/s)$.
Transformada de Laplace,Resolución de EDOs con Laplace,facil,"¿Cuál es el primer paso para resolver el PVI $y' + 2y = 0$, $y(0)=5$ usando transformada de Laplace?",Aplicar transformada inversa,Aplicar Laplace a ambos lados de la EDO,Resolver por separación de variables,Multiplicar por un factor integrante,B,"El método consiste en aplicar $\mathcal{L}$ a ambos lados, convirtiendo la EDO en una ecuación algebraica para $Y(s)$."
Transformada de Laplace,Resolución de EDOs con Laplace,facil,"Tras aplicar Laplace a $y' + 2y = 0$ con $y(0)=5$, ¿qué ecuación algebraica resulta?",$sY(s) - 5 + 2Y(s) = 0$,$sY(s) + 2Y(s) = 5$,$Y(s) = -2 + 5$,$sY(s) - 2Y(s) - 5 = 0$,A,$\mathcal{L}\{y'\} = sY(s) - y(0) = sY(s) - 5$. Por linealidad: $sY-5+2Y=0$.
Transformada de Laplace,Resolución de EDOs con Laplace,facil,$\mathcal{L}\{y'''(t)\}$ en términos de $Y(s)$ es:,"$s^3 Y(s) - s^2 y(0) - s\,y'(0) - y''(0)$","$s^3 Y(s) + s^2 y(0) + s\,y'(0) + y''(0)$",$s Y(s) - y(0) - y'(0) - y''(0)$,$Y'''(s)$,A,Generalizando la propiedad de la derivada: $\mathcal{L}\{y^{(n)}\} = s^n Y - s^{n-1}y(0) - \cdots - y^{(n-1)}(0)$.
Transformada de Laplace,Resolución de EDOs con Laplace,facil,El método de Laplace para resolver un PVI lineal con coeficientes constantes convierte:,una EDO en una integral,una EDO en una ecuación algebraica para $Y(s)$,una ecuación algebraica en una EDO,una EDO en otra EDO de menor orden,B,"La transformada lleva derivadas a multiplicaciones por $s$, transformando la EDO en una ecuación algebraica."
