capitulo,leccion,dificultad,enunciado,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,explicacion
EDO de Primer Orden,Definiciones,medio,"Si una EDO tiene la forma $m\frac{dv}{dt} = mg - kv$, su orden y tipo son:","primer orden, no lineal","primer orden, lineal","segundo orden, lineal","primer orden, autónoma y no lineal",B,Solo aparece $\frac{dv}{dt}$ (primer orden) y $v$ aparece linealmente. Es lineal de primer orden.
EDO de Primer Orden,Definiciones,dificil,Considera la ecuación $\left(\frac{d^3y}{dx^3}\right)^2 + \sin\left(\frac{dy}{dx}\right) = x$. ¿Cuál es su orden y se puede determinar su grado?,"Orden 3, grado 2","Orden 1, grado 2","Orden 3, grado no definido","Orden 3, grado 1",C,El orden es 3 por $\frac{d^3y}{dx^3}$. El grado no está definido porque $\sin\left(\frac{dy}{dx}\right)$ es una función trascendente de la derivada.
EDO de Primer Orden,Definiciones,dificil,"¿Cuál de las siguientes ecuaciones es simultáneamente de primer orden, no lineal y autónoma?",$\frac{dy}{dt} = ty^2$,$\frac{dy}{dt} + 2y = 0$,$\frac{d^2y}{dt^2} = y^3$,$\frac{dy}{dt} = y^2 - y$,D,"La opción D ($y^2 - y$) es de primer orden, no lineal y autónoma. La A ($ty^2$) no es autónoma. La B ($y' + 2y = 0$) es lineal. La C es de segundo orden."
EDO de Primer Orden,Definiciones,dificil,La ecuación $y \frac{d^2y}{dx^2} + \left(\frac{dy}{dx}\right)^2 = 0$ es:,de segundo orden y no lineal,de segundo orden y lineal,de primer orden y lineal,de primer orden y no lineal,A,Es de segundo orden por $\frac{d^2y}{dx^2}$. Es no lineal porque $y$ multiplica a $\frac{d^2y}{dx^2}$ y $\frac{dy}{dx}$ está al cuadrado.
EDO de Primer Orden,Definiciones,dificil,¿Cuál afirmación es correcta sobre la ecuación $\frac{dy}{dx} = \frac{x^2 + y^2}{xy}$?,Es lineal de primer orden,Es no lineal y no autónoma,Es no lineal y autónoma,Es lineal y no autónoma,B,Es de primer orden y no lineal por el término $y^2$ y la división por $xy$. Es no autónoma porque el lado derecho depende de $x$.
EDO de Primer Orden,Definiciones,dificil,"En la ecuación de caída con fricción $m\frac{dv}{dt} = mg - kv$, si se define $w = v - \frac{mg}{k}$, la ecuación transformada es:",$\frac{dw}{dt} = mg - kw$,$\frac{dw}{dt} = \frac{k}{m}w$,$\frac{dw}{dt} = -\frac{k}{m}w$,$\frac{dw}{dt} = -kw + mg$,C,"Si $w = v - \frac{mg}{k}$, entonces $v = w + \frac{mg}{k}$ y $\frac{dw}{dt} = \frac{dv}{dt}$. Sustituyendo: $m\frac{dw}{dt} = mg - k(w + \frac{mg}{k}) = -kw$, es decir $\frac{dw}{dt} = -\frac{k}{m}w$."
EDO de Primer Orden,Definiciones,dificil,Se tiene la ecuación $x(y')^3 + y'' = \sin(x)$. ¿Cuáles son el orden y el grado de esta ecuación?,"Orden 3, grado 1","Orden 1, grado 3","Orden 2, grado 3","Orden 2, grado 1",D,"La derivada de mayor orden es $y''$ (orden 2). Como $y''$ aparece a la primera potencia y la ecuación está libre de funciones trascendentes de las derivadas, el grado es 1."
EDO de Primer Orden,"Soluciones, existencia y unicidad",facil,La solución general de $\frac{dy}{dx} = 3x^2$ es:,$y = x^3 + C$,$y = 3x^3 + C$,$y = 6x + C$,$y = x^3$,A,"Integrando ambos lados: $y = \int 3x^2\,dx = x^3 + C$."
EDO de Primer Orden,"Soluciones, existencia y unicidad",facil,"Si $y = x^3 + C$ y la condición inicial es $y(1) = 5$, ¿cuál es el valor de $C$?",$C = 6$,$C = 4$,$C = 5$,$C = 3$,B,"Sustituyendo: $5 = 1^3 + C = 1 + C$, luego $C = 4$."
EDO de Primer Orden,"Soluciones, existencia y unicidad",facil,¿Qué es una solución particular de una EDO?,La familia completa de curvas solución,Cualquier función continua,Una función que satisface la EDO y una condición inicial específica,La derivada de la solución general,C,Una solución particular es una función concreta que cumple tanto la ecuación diferencial como una condición inicial dada.
EDO de Primer Orden,"Soluciones, existencia y unicidad",facil,"Para el PVI $\frac{dy}{dx} = 2x+3$, $y(1) = 2$, la solución general es $y = x^2 + 3x + C$. ¿Cuál es la solución particular?",$y = x^2 + 3x - 1$,$y = x^2 + 3x + 2$,$y = x^2 + 3x$,$y = x^2 + 3x - 2$,D,"De $y(1) = 2$: $2 = 1 + 3 + C = 4 + C$, entonces $C = -2$. La solución particular es $y = x^2 + 3x - 2$."
EDO de Primer Orden,"Soluciones, existencia y unicidad",facil,"¿Qué representan las isoclinas en el contexto de una EDO $\frac{dy}{dx} = f(x,y)$?",Curvas donde la pendiente de las soluciones es constante,Las soluciones exactas de la ecuación,Los puntos de equilibrio,Las derivadas segundas de la solución,A,"Las isoclinas son curvas $f(x,y) = k$ (constante) donde todas las curvas solución tienen la misma pendiente $k$."
EDO de Primer Orden,"Soluciones, existencia y unicidad",facil,La solución general de una EDO de primer orden típicamente contiene:,dos constantes arbitrarias,una constante arbitraria,ninguna constante,tres constantes arbitrarias,B,"Al integrar una EDO de primer orden una vez, aparece una constante arbitraria $C$."
EDO de Primer Orden,"Soluciones, existencia y unicidad",medio,"Según el teorema de existencia y unicidad, para $\frac{dy}{dx} = f(x,y)$ con $y(x_0) = y_0$, se garantiza solución única si:",$f$ es continua en todo el plano,$f$ es diferenciable respecto a $x$,"$f$ y $\frac{\partial f}{\partial y}$ son continuas en un rectángulo que contiene $(x_0, y_0)$","$f(x_0, y_0) = 0$",C,El teorema requiere que $f$ y $\frac{\partial f}{\partial y}$ sean continuas en un rectángulo alrededor del punto inicial.
EDO de Primer Orden,"Soluciones, existencia y unicidad",medio,"Para el PVI $y' = \frac{1}{x}$, $y(0) = 0$, ¿se puede garantizar existencia de solución?","Sí, porque $f(x,y) = \frac{1}{x}$ es simple","No, porque $\frac{\partial f}{\partial y} \neq 0$","Sí, porque la condición inicial es $y = 0$","No, porque $f(x,y) = \frac{1}{x}$ no está definida en $x = 0$",D,"La función $f(x,y) = \frac{1}{x}$ no está definida en $x = 0$, por lo que no es continua en un entorno del punto inicial y no se cumple la hipótesis del teorema."
EDO de Primer Orden,"Soluciones, existencia y unicidad",medio,Un campo direccional para $\frac{dy}{dx} = ky$ con $k > 0$ muestra que:,las pendientes son positivas para $y > 0$ y negativas para $y < 0$,todas las pendientes son negativas,las pendientes son constantes en todo el plano,las pendientes son cero en todas partes,A,"Si $k > 0$, entonces $\frac{dy}{dx} = ky > 0$ cuando $y > 0$, y $\frac{dy}{dx} = ky < 0$ cuando $y < 0$."
EDO de Primer Orden,"Soluciones, existencia y unicidad",medio,"Si la solución general de una EDO es $y = \frac{1}{4}x^2 + C$, las isoclinas de pendiente $m$ son:",$y = m$,$x = 2m$,$y = \frac{m}{2}x$,$x = m$,B,"La EDO es $\frac{dy}{dx} = \frac{x}{2}$. La isoclina de pendiente $m$ es $\frac{x}{2} = m$, es decir $x = 2m$."
EDO de Primer Orden,"Soluciones, existencia y unicidad",medio,"Dada la EDO $\frac{dy}{dx} = 2x + 3$, la solución que pasa por $(0, 1)$ es:",$y = x^2 + 3x$,$y = 2x^2 + 3x + 1$,$y = x^2 + 3x + 1$,$y = x^2 + 3x - 1$,C,"Integrando: $y = x^2 + 3x + C$. Con $y(0) = 1$: $1 = 0 + 0 + C$, así $C = 1$. La solución es $y = x^2 + 3x + 1$."
EDO de Primer Orden,"Soluciones, existencia y unicidad",medio,"Para la ecuación $\frac{dy}{dx} = \sqrt{y}$ con $y(0) = 0$, ¿qué se puede afirmar?",Existe una única solución,No existe solución,La solución siempre es $y = 0$,La unicidad no está garantizada porque $\frac{\partial f}{\partial y} = \frac{1}{2\sqrt{y}}$ no es continua en $y = 0$,D,"Aunque $f(x,y) = \sqrt{y}$ es continua en $(0,0)$, la derivada parcial $\frac{\partial f}{\partial y} = \frac{1}{2\sqrt{y}}$ no es continua en $y = 0$, por lo que el teorema no garantiza unicidad."
EDO de Primer Orden,"Soluciones, existencia y unicidad",medio,"¿Cuál es la solución del PVI $\frac{dy}{dx} = -y$, $y(0) = 3$?",$y = 3e^{-x}$,$y = -3e^{-x}$,$y = 3e^x$,$y = e^{-3x}$,A,"La solución general de $y' = -y$ es $y = Ce^{-x}$. Con $y(0) = 3$: $C = 3$, así $y = 3e^{-x}$."
EDO de Primer Orden,"Soluciones, existencia y unicidad",medio,Las isoclinas de la ecuación $\frac{dy}{dx} = x - y$ con pendiente $m = 0$ forman la recta:,$y = -x$,$y = x$,$x = 0$,$y = 0$,B,"La isoclina $m = 0$ se obtiene de $x - y = 0$, es decir $y = x$."
EDO de Primer Orden,"Soluciones, existencia y unicidad",dificil,"Para la EDO $\frac{dy}{dx} = \sqrt{y}$, $y(0) = 0$, ¿cuáles de las siguientes son soluciones válidas?",Solo $y = 0$,Solo $y = \frac{x^2}{4}$,Tanto $y = 0$ como $y = \frac{x^2}{4}$ (para $x \geq 0$),No existe solución,C,$y = 0$ satisface la EDO y la condición inicial. También $y = \frac{x^2}{4}$ cumple $y' = \frac{x}{2} = \sqrt{\frac{x^2}{4}} = \sqrt{y}$ para $x \geq 0$. Hay múltiples soluciones porque falla la unicidad.
EDO de Primer Orden,"Soluciones, existencia y unicidad",dificil,"Se lanza un cuerpo verticalmente con velocidad inicial $v_0$ y aceleración $\frac{d^2s}{dt^2} = -g$. Si $s(0) = 0$, la posición es:",$s(t) = v_0 t - gt^2$,$s(t) = -gt + v_0$,$s(t) = v_0 t + \frac{1}{2}gt^2$,$s(t) = -\frac{1}{2}gt^2 + v_0 t$,D,"Integrando dos veces: $v(t) = -gt + v_0$ y $s(t) = -\frac{1}{2}gt^2 + v_0 t + s_0$. Con $s(0) = 0$, se obtiene $s(t) = -\frac{1}{2}gt^2 + v_0 t$."
EDO de Primer Orden,"Soluciones, existencia y unicidad",dificil,"Una nave lunar cae a $450$ m/s y activa retropropulsores con desaceleración $2{,}5$ m/s$^2$. ¿A qué altura debe activarlos para un alunizaje suave ($v=0$)?",$40500$ m,$20250$ m,$81000$ m,$10125$ m,A,"Con $v(t) = -2{,}5t + 450$, la velocidad se anula en $t = 180$ s. La posición es $s(t) = -1{,}25t^2 + 450t$. Evaluando: $s(180) = -1{,}25(32400) + 81000 = -40500 + 81000 = 40500$ m."
EDO de Primer Orden,"Soluciones, existencia y unicidad",dificil,"Para $\frac{dy}{dx} = f(x,y)$ donde $f(x,y) = \frac{y}{x-1}$, ¿en qué punto falla la hipótesis del teorema de existencia y unicidad?",En cualquier punto con $y = 0$,En cualquier punto con $x = 1$,"En el origen $(0,0)$",En cualquier punto con $x = 0$,B,"$f(x,y) = \frac{y}{x-1}$ no está definida cuando $x = 1$. La función no es continua en ningún rectángulo que contenga un punto con $x = 1$."
EDO de Primer Orden,"Soluciones, existencia y unicidad",dificil,"Si $y = \sin x + C$ es la solución general de cierta EDO, ¿cuántas soluciones pasan por el punto $(\pi, 0)$?",Ninguna,Dos,Exactamente una,Infinitas,C,"Sustituyendo $(\pi, 0)$: $0 = \sin(\pi) + C = 0 + C$, luego $C = 0$. Hay exactamente una solución particular: $y = \sin x$."
EDO de Primer Orden,"Soluciones, existencia y unicidad",dificil,"Dada $\frac{dy}{dx} = y^{2/3}$, $y(0) = 0$, ¿cuántas soluciones tiene este PVI?",Exactamente una,Ninguna,Exactamente dos,Infinitas,D,"$y = 0$ es solución. También $y = \left(\frac{x-a}{3}\right)^3$ para cualquier $a \geq 0$ con $y=0$ en $[0,a]$. Falla la unicidad porque $\frac{\partial f}{\partial y} = \frac{2}{3}y^{-1/3}$ no es continua en $y=0$, generando infinitas soluciones."
EDO de Primer Orden,EDO separables,facil,¿Cuál de las siguientes EDO es separable?,$\frac{dy}{dx} = xy$,$\frac{dy}{dx} = x + y$,$\frac{dy}{dx} = x^2 + y^2$,$\frac{dy}{dx} = \frac{x+y}{x-y}$,A,"$\frac{dy}{dx} = xy = g(x) \cdot h(y)$ con $g(x) = x$ y $h(y) = y$. Se puede separar como $\frac{1}{y}dy = x\,dx$."
EDO de Primer Orden,EDO separables,facil,"Al resolver $\frac{dy}{dx} = 2x$ por separación de variables, la solución general es:",$y = 2x + C$,$y = x^2 + C$,$y = 2x^2 + C$,$y = \frac{x^2}{2} + C$,B,"Integrando ambos lados: $\int dy = \int 2x\,dx$, es decir $y = x^2 + C$."
EDO de Primer Orden,EDO separables,facil,La solución general de $\frac{dy}{dx} = ky$ (con $k$ constante) es:,$y = kx + C$,$y = Ce^{-kx}$,$y = Ce^{kx}$,$y = \frac{k}{x} + C$,C,"Separando: $\frac{dy}{y} = k\,dx$. Integrando: $\ln\lvert y\rvert = kx + C_1$, así $y = Ce^{kx}$."
EDO de Primer Orden,EDO separables,facil,"Al separar variables en $\frac{dy}{dx} = \frac{x}{y}$, se obtiene:","$y\,dx = x\,dy$","$x\,dy = y\,dx$",$\frac{dy}{y} = \frac{dx}{x}$,"$y\,dy = x\,dx$",D,"Multiplicando ambos lados por $y$: $y\,dy = x\,dx$."
EDO de Primer Orden,EDO separables,facil,"Para el PVI $\frac{dy}{dx} = y$, $y(0) = 1$, la solución particular es:",$y = e^x$,$y = e^{-x}$,$y = x$,$y = 2e^x$,A,La solución general es $y = Ce^x$. Con $y(0) = 1$: $C = 1$. Así $y = e^x$.
EDO de Primer Orden,EDO separables,facil,La solución general de $\frac{dy}{dx} = \frac{x}{y}$ es:,$y = x + C$,$y^2 = x^2 + C$,$y^2 = 2x + C$,$\ln y = \frac{x^2}{2} + C$,B,"Separando: $y\,dy = x\,dx$. Integrando: $\frac{y^2}{2} = \frac{x^2}{2} + C_1$, que se simplifica a $y^2 = x^2 + C$."
EDO de Primer Orden,EDO separables,medio,"La solución del PVI $\frac{dy}{dx} = -6xy$, $y(0) = 7$ es:",$y = 7e^{3x^2}$,$y = -6xe^{-3x^2}$,$y = 7e^{-3x^2}$,$y = 7e^{-6x}$,C,"Separando: $\frac{dy}{y} = -6x\,dx$. Integrando: $\ln\lvert y\rvert = -3x^2 + C_1$, así $y = Ce^{-3x^2}$. Con $y(0)=7$: $C = 7$."
EDO de Primer Orden,EDO separables,medio,"Para resolver $\frac{dy}{dx} = \frac{4-2x}{3y^2-5}$, $y(1) = 3$, se integran ambos lados y se obtiene la solución implícita:",$y^3 + 5y = 4x + x^2 + 9$,$y^3 - 5y = 4x - x^2 + C$ con $C$ indeterminado,$3y^2 - 5 = 4 - 2x$,$y^3 - 5y = 4x - x^2 + 9$,D,"Separando: $(3y^2-5)\,dy = (4-2x)\,dx$. Integrando: $y^3 - 5y = 4x - x^2 + C$. Con $y(1)=3$: $27 - 15 = 4 - 1 + C$, entonces $C = 9$."
EDO de Primer Orden,EDO separables,medio,"Un modelo de decaimiento radiactivo satisface $\frac{dy}{dt} = ky$ con $k < 0$. Si la vida media es $5730$ años, entonces $k$ es:",$k = \frac{-\ln 2}{5730}$,$k = \frac{\ln 2}{5730}$,$k = \frac{-1}{5730}$,$k = -5730 \ln 2$,A,"En la vida media, $y(5730) = \frac{y_0}{2}$. Entonces $e^{5730k} = \frac{1}{2}$, por lo que $k = \frac{\ln(1/2)}{5730} = \frac{-\ln 2}{5730}$."
EDO de Primer Orden,EDO separables,medio,La ecuación $\frac{dy}{dx} = y^2$ con $y(0) = 1$ tiene solución:,$y = \frac{1}{1+x}$,$y = \frac{1}{1-x}$,$y = e^x$,$y = (1+x)^2$,B,Separando: $\frac{dy}{y^2} = dx$. Integrando: $-\frac{1}{y} = x + C$. Con $y(0)=1$: $C = -1$. Entonces $y = \frac{1}{1-x}$.
EDO de Primer Orden,EDO separables,medio,"La solución de $\frac{dy}{dx} = \frac{y}{x}$, $y(1) = 2$ es:",$y = x + 1$,$y = \frac{2}{x}$,$y = 2x$,$y = 2\ln x$,C,"Separando: $\frac{dy}{y} = \frac{dx}{x}$. Integrando: $\ln\lvert y\rvert = \ln\lvert x\rvert + C_1$, así $y = Cx$. Con $y(1)=2$: $C = 2$."
EDO de Primer Orden,EDO separables,medio,"Si una sustancia se descompone según $\frac{dy}{dt} = -0{,}05y$ y la cantidad inicial es $y(0) = 200$ g, ¿cuánto queda en $t = 10$?","$200e^{0{,}5}$ g",$200e^{-5}$ g,$100$ g,"$200e^{-0{,}5}$ g",D,"La solución es $y(t) = 200e^{-0{,}05t}$. En $t = 10$: $y(10) = 200e^{-0{,}5}$."
EDO de Primer Orden,EDO separables,medio,"Para la EDO $\frac{dy}{dx} = e^{x+y}$, al separar variables se obtiene:","$e^{-y}\,dy = e^x\,dx$","$e^y\,dy = e^x\,dx$","$e^{-y}\,dy = e^{-x}\,dx$",$\frac{dy}{e^y} = \frac{dx}{e^x}$,A,"Como $e^{x+y} = e^x \cdot e^y$, la ecuación queda $\frac{dy}{e^y} = e^x\,dx$, es decir $e^{-y}\,dy = e^x\,dx$."
EDO de Primer Orden,EDO separables,medio,"Al resolver $\frac{dy}{dx} = \frac{1+y^2}{1+x^2}$, la solución general es:",$y^2 = x^2 + C$,$\arctan(y) = \arctan(x) + C$,$\ln(1+y^2) = \ln(1+x^2) + C$,$\frac{y}{1+y^2} = \frac{x}{1+x^2} + C$,B,Separando: $\frac{dy}{1+y^2} = \frac{dx}{1+x^2}$. Integrando: $\arctan(y) = \arctan(x) + C$.
EDO de Primer Orden,EDO separables,dificil,"Un espécimen contiene $63\%$ de $^{14}$C respecto a una muestra fresca. Si la vida media del $^{14}$C es $5730$ años, la edad aproximada del espécimen es:",$5730$ años,$2870$ años,$3820$ años,$4560$ años,C,"Con $k = \frac{-\ln 2}{5730}$ y $0{,}63 = e^{kt}$: $t = \frac{\ln(0{,}63)}{-\ln 2/5730} = \frac{-0{,}4621}{-0{,}0001209} \approx 3820$ años."
EDO de Primer Orden,EDO separables,dificil,Un tanque semiesférico de radio $4$ ft se vacía por un orificio circular de diámetro $1$ pulgada en el fondo (Ley de Torricelli). El área transversal a altura $y$ es $A(y) = \pi(8y - y^2)$. La EDO que modela el drenaje es:,"$\pi y\,dy = -\frac{1}{72}\,dt$","$\pi(8y - y^2)\,dy = -\sqrt{2gy}\,dt$","$(8y - y^2)\,dy = -\frac{1}{72}\,dt$","$(8y^{1/2} - y^{3/2})\,dy = -\frac{1}{72}\,dt$",D,"De Torricelli: $A(y)\frac{dy}{dt} = -a\sqrt{2gy}$. Simplificando con $g=32$: $(8y - y^2)\,dy = -\frac{1}{72}\,dt$. Reescribiendo: $(8y^{1/2} - y^{3/2})\,dy = -\frac{1}{72}\,dt$."
EDO de Primer Orden,EDO separables,dificil,"La solución de $\frac{dy}{dx} = \frac{y^2 - 1}{x^2 - 1}$, con $y(0) = 0$, se puede escribir como:",$\frac{y-1}{y+1} = -\frac{x-1}{x+1}$,$\frac{y-1}{y+1} = \frac{x-1}{x+1}$,$\arctan(y) = \arctan(x)$,$y^2 - 1 = x^2 - 1$,B,"Por fracciones parciales: $\frac{dy}{y^2-1} = \frac{dx}{x^2-1}$ da $\frac{1}{2}\ln\lvert\frac{y-1}{y+1}\rvert = \frac{1}{2}\ln\lvert\frac{x-1}{x+1}\rvert + C$. Evaluando en $y(0)=0$: ambos lados valen $0$, así $C=0$. Esto da $\frac{y-1}{y+1} = \frac{x-1}{x+1}$, equivalente a $y = x$, que claramente cumple $y(0)=0$."
EDO de Primer Orden,EDO separables,dificil,La EDO $\frac{dy}{dx} = y(1-y)$ con $y(0) = \frac{1}{2}$ tiene solución:,$y = \frac{1}{1 + e^x}$,$y = \frac{e^x}{1 + e^x}$,$y = \frac{e^x}{2 + e^x}$,$y = \frac{1}{2}e^x$,B,"Separando con fracciones parciales: $\left(\frac{1}{y} + \frac{1}{1-y}\right)dy = dx$. Integrando: $\ln\frac{y}{1-y} = x + C$. Con $y(0)=\frac{1}{2}$: $C = 0$. Entonces $\frac{y}{1-y} = e^x$, así $y = \frac{e^x}{1+e^x}$."
EDO de Primer Orden,EDO separables,dificil,"Si una población crece según $\frac{dP}{dt} = 0{,}0005P^2$ con $P(0) = 100$, ¿en qué tiempo ocurre una explosión demográfica ($P \to \infty$)?",$t = 10$,$t = 100$,$t = 20$,$t = 200$,C,"Separando: $-\frac{1}{P} = 0{,}0005t - \frac{1}{100}$. La población diverge cuando $\frac{1}{100} - 0{,}0005t = 0$, es decir $t = \frac{1}{100 \cdot 0{,}0005} = 20$."
EDO de Primer Orden,EDO separables,dificil,La solución de $\frac{dy}{dx} = \frac{2x(y+1)}{x^2+1}$ con $y(0) = 0$ es:,$y = \ln(x^2+1)$,$y = (x^2+1)^2 - 1$,$y = x^2 + 1$,$y = x^2$,D,"Separando: $\frac{dy}{y+1} = \frac{2x}{x^2+1}dx$. Integrando: $\ln\lvert y+1\rvert = \ln(x^2+1) + C$. Con $y(0)=0$: $C=0$. Entonces $y+1 = x^2+1$, así $y = x^2$."
EDO de Primer Orden,EDO lineales,facil,La forma estándar de una EDO lineal de primer orden es:,$\frac{dy}{dx} + P(x)y = Q(x)$,$\frac{dy}{dx} = P(x)y^2 + Q(x)$,$\frac{d^2y}{dx^2} + P(x)y = 0$,$y\frac{dy}{dx} + P(x) = Q(x)$,A,"La forma estándar de una EDO lineal de primer orden es $\frac{dy}{dx} + P(x)y = Q(x)$, donde $P(x)$ y $Q(x)$ son funciones continuas."
EDO de Primer Orden,EDO lineales,facil,El factor integrante para $\frac{dy}{dx} + 3y = 0$ es:,$e^{-3x}$,$e^{3x}$,$3x$,$e^{3}$,B,"El factor integrante es $\rho(x) = e^{\int P(x)\,dx} = e^{\int 3\,dx} = e^{3x}$."
EDO de Primer Orden,EDO lineales,facil,La solución general de $\frac{dy}{dx} + 2y = 0$ es:,$y = Ce^{2x}$,$y = 2x + C$,$y = Ce^{-2x}$,$y = Ce^{-x/2}$,C,"Es separable y lineal. La solución general es $y = Ce^{-\int 2\,dx} = Ce^{-2x}$."
EDO de Primer Orden,EDO lineales,facil,"Si el factor integrante de una EDO lineal es $\rho(x) = e^{\int P(x)\,dx}$, ¿cuál es la fórmula de la solución general?",$y = e^{P(x)} + C$,"$y = \rho(x)\int Q(x)\,dx$","$y = \int P(x)Q(x)\,dx + C$","$y = \frac{1}{\rho(x)}\left[\int \rho(x)Q(x)\,dx + C\right]$",D,"Al multiplicar por $\rho(x)$ y reconocer la derivada de un producto, se integra y despeja: $y = \frac{1}{\rho(x)}\left[\int \rho(x)Q(x)\,dx + C\right]$."
EDO de Primer Orden,EDO lineales,facil,¿Cuál es el factor integrante de $\frac{dy}{dx} - y = 5$?,$e^{-x}$,$e^x$,$e^{5x}$,$5e^{-x}$,A,"Aquí $P(x) = -1$. El factor integrante es $\rho(x) = e^{\int -1\,dx} = e^{-x}$."
EDO de Primer Orden,EDO lineales,facil,"Para la EDO $\frac{dy}{dx} + y = e^x$, el factor integrante es $e^x$. Multiplicando ambos lados por $e^x$, el lado izquierdo se convierte en:",$e^x \frac{d^2y}{dx^2}$,$\frac{d}{dx}(e^x y)$,$\frac{d}{dx}(e^{-x} y)$,$e^{2x} y$,B,Al multiplicar $\frac{dy}{dx} + y$ por $e^x$: $e^x\frac{dy}{dx} + e^x y = \frac{d}{dx}(e^x y)$.
